nearest_station_id,year,T_oa_celsius,RH_oa_pct,P_oa_pa
GHCND:USW00012832,2023,26.27777777777778,60.0,101325.0
GHCND:USW00012832,2024,26.333333333333336,60.0,101325.0
GHCND:USW00012834,2021,27.555555555555554,60.0,101325.0
GHCND:USW00012834,2022,27.77777777777778,60.0,101325.0
GHCND:USW00012834,2023,28.166666666666668,60.0,101325.0
GHCND:USW00012834,2024,27.666666666666668,60.0,101325.0
GHCND:USW00012835,2021,30.055555555555557,60.0,101325.0
GHCND:USW00012835,2022,30.444444444444443,60.0,101325.0
GHCND:USW00012835,2023,30.61111111111111,60.0,101325.0
GHCND:USW00012835,2024,29.77777777777778,60.0,101325.0
GHCND:USW00012838,2021,28.22222222222222,60.0,101325.0
GHCND:USW00012838,2022,28.055555555555557,60.0,101325.0
GHCND:USW00012838,2023,28.666666666666668,60.0,101325.0
GHCND:USW00012838,2024,28.055555555555557,60.0,101325.0
GHCND:USW00012839,2021,29.444444444444443,60.0,101325.0
GHCND:USW00012839,2022,29.77777777777778,60.0,101325.0
GHCND:USW00012839,2023,30.444444444444443,60.0,101325.0
GHCND:USW00012839,2024,29.5,60.0,101325.0
GHCND:USW00012842,2021,28.833333333333332,60.0,101325.0
GHCND:USW00012842,2022,29.166666666666668,60.0,101325.0
GHCND:USW00012842,2023,29.166666666666668,60.0,101325.0
GHCND:USW00012842,2024,28.666666666666668,60.0,101325.0
GHCND:USW00012843,2021,29.055555555555557,60.0,101325.0
GHCND:USW00012843,2022,28.72222222222222,60.0,101325.0
GHCND:USW00012843,2023,29.27777777777778,60.0,101325.0
GHCND:USW00012843,2024,28.88888888888889,60.0,101325.0
GHCND:USW00012844,2021,29.333333333333332,60.0,101325.0
GHCND:USW00012844,2022,29.38888888888889,60.0,101325.0
GHCND:USW00012844,2023,29.72222222222222,60.0,101325.0
GHCND:USW00012844,2024,29.27777777777778,60.0,101325.0
GHCND:USW00012849,2021,29.055555555555557,60.0,101325.0
GHCND:USW00012849,2022,29.166666666666668,60.0,101325.0
GHCND:USW00012849,2023,29.5,60.0,101325.0
GHCND:USW00012849,2024,29.333333333333332,60.0,101325.0
GHCND:USW00012912,2021,27.61111111111111,60.0,101325.0
GHCND:USW00012912,2022,28.388888888888886,60.0,101325.0
GHCND:USW00012912,2023,28.944444444444443,60.0,101325.0
GHCND:USW00012912,2024,28.944444444444443,60.0,101325.0
GHCND:USW00012916,2021,26.27777777777778,60.0,101325.0
GHCND:USW00012916,2022,26.11111111111111,60.0,101325.0
GHCND:USW00012916,2023,27.444444444444446,60.0,101325.0
