plant_code,plant_name,year,state,net_gen_mwh,consumption_ML,withdrawal_ML,discharge_ML,facility_age_yrs,cooling_category,cooling_type_eia,n_cooling_systems,primary_fuel,LAT,LON,ashrae_zone,moisture_regime,ba_climate_zone,bws_raw,max_temp_f,min_temp_f,mean_temp_f,T_oa_celsius,RH_oa_pct,P_oa_pa,state_water_intensity_L_per_MWh,estimated_WUE_liters_per_kwh,Simulated_Effectiveness,Simulated_WUE_Peak,Simulated_WUE_Mean,Simulated_WUE_Blended_10pct,Simulated_WUE_Blended_20pct,capacity_mw
56078,Walnut Energy Center,2023,CA,1566082.0,1426.527973,1426.527973,0.0,17,Closed,RI,1,NG,37.4878,-120.8956,3B,B,Hot-Dry,1.509648074,74.0,49.7,61.9,23.33333333333333,60.0,101325.0,196.1989634429307,0.910889706,3.469214861398989,3.5929965570704496,3.405295654644368,3.424065744886976,3.442835835129584,300.6
56078,Walnut Energy Center,2024,CA,1524951.0,1227.479759,1227.479759,0.0,18,Closed,RI,1,NG,37.4878,-120.8956,3B,B,Hot-Dry,1.509648074,77.3,52.4,64.9,25.166666666666668,60.0,101325.0,177.1685916233332,0.804930623,3.507469661591592,3.618321921722164,3.416109243257245,3.436330511103737,3.456551779,300.6
56078,Walnut Energy Center,2022,CA,1466997.0,1426.527973,1426.527973,0.0,16,Closed,RI,1,NG,37.4878,-120.8956,3B,B,Hot-Dry,1.509648074,76.5,50.1,63.3,24.72222222222222,60.0,101325.0,175.26246227243382,0.972413695,3.4979826476946263,3.6119835209456688,3.4102774538146243,3.4304480605277288,3.4506186672408337,300.6
56078,Walnut Energy Center,2021,CA,1163356.0,1149.462459,1149.462459,0.0,15,Closed,RI,1,NG,37.4878,-120.8956,3B,B,Hot-Dry,1.509648074,75.5,50.3,62.9,24.166666666666668,60.0,101325.0,180.6069952463169,0.988057361,3.316220379051879,3.428431756738929,3.242562839545179,3.2611497312645543,3.279736622983929,300.6
50806,Florence Mill,2023,SC,393849.767,1026.239793,1175.869479,149.6334719,36,Closed,RI,1,BLQ,34.1497,-79.5606,3A,A,Mixed-Humid,0.36714078,76.4,54.0,65.2,24.66666666666667,60.0,101325.0,2886.903194994574,2.605663069,3.496759969,3.611200461492633,3.4172196372657484,3.436617719688437,3.456015802111126,103.8
50806,Florence Mill,2021,SC,370809.288,1051.0115156800002,1204.0140024700002,153.0024868,34,Closed,RI,1,BLQ,34.1497,-79.5606,3A,A,Mixed-Humid,0.36714078,76.4,54.0,65.2,24.66666666666667,60.0,101325.0,901.9053435,2.834372141,3.496732829856428,3.611200461492633,3.4172196372657484,3.436617719688437,3.456015802111126,103.8
50806,Florence Mill,2024,SC,334456.16,815.1085498900001,941.10592174,126.0049427,37,Closed,RI,1,BLQ,34.1497,-79.5606,3A,A,Mixed-Humid,0.36714078,77.6,55.1,66.3,25.33333333333333,60.0,101325.0,913.0346653790908,2.437116272,3.511122725261128,3.6207332607985774,3.421338134122619,3.441277646790214,3.461217159457811,103.8
50806,Florence Mill,2022,SC,414945.63,1056.099107,1210.668753,154.5734319,35,Closed,RI,1,BLQ,34.1497,-79.5606,3A,A,Mixed-Humid,0.36714078,76.5,53.9,65.2,24.72222222222222,60.0,101325.0,937.5456448357992,2.54515057,3.497931396656395,3.6119835209456688,3.4172196372657484,3.4366960256337404,3.456172414001733,103.8
55215,Odessa-Ector Power Plant,2024,TX,7501523.0,6324.477543,7373.399512,823.6787181,23,Closed,RI,2,NG,31.8403,-102.3264,3B,B,Hot-Dry,1.107253721,79.6,54.4,67.0,26.444444444444443,60.0,101325.0,777.3228451,0.843092468,3.535812640572426,3.6373098457742383,3.4239982637723547,3.445329421972543,3.466660580172732,1152.8
55215,Odessa-Ector Power Plant,2023,TX,6978842.0,6002.009821240001,6812.064849,639.5828736000001,22,Closed,RI,2,NG,31.8403,-102.3264,3B,B,Hot-Dry,1.107253721,79.7,54.1,66.9,26.5,60.0,101325.0,776.3255826,0.860029475,3.537075143225098,3.6381623195236816,3.4236163450934187,3.445070942536445,3.466525539979471,1152.8
55215,Odessa-Ector Power Plant,2021,TX,4273240.0,3868.984282,4217.749246920001,354.8026939,20,Closed,RI,2,NG,31.8403,-102.3264,3B,B,Hot-Dry,1.107253721,77.4,51.2,64.3,25.222222222222225,60.0,101325.0,920.352768757704,0.905398312,3.508716148947029,3.619123588579447,3.413904646974296,3.434426541134811,3.4549484352953264,1152.8
55215,Odessa-Ector Power Plant,2022,TX,5840317.0,5132.417865220001,6246.259616,480.23982506,21,Closed,RI,2,NG,31.8403,-102.3264,3B,B,Hot-Dry,1.107253721,78.1,51.6,64.9,25.611111111111107,60.0,101325.0,721.3720338,0.878790974,3.517222563490595,3.624794823489848,3.416109243257245,3.4369778012805057,3.4578463593037663,1152.8
55217,Los Medanos Energy Center,2021,CA,3329130.0,1756.634652,3130.704413,1518.816269,20,Closed,RI,1,NG,38.030071,-121.873004,3B,B,Hot-Dry,1.509648074,74.9,50.2,62.6,23.833333333333336,60.0,101325.0,180.6069952463169,0.52765577,3.479407422319272,3.599693180606608,3.407772734110002,3.426964778759663,3.446156823409324,678.3
55217,Los Medanos Energy Center,2024,CA,3241422.0,1867.267045,3057.0024807500004,1189.739221,23,Closed,RI,1,NG,38.030071,-121.873004,3B,B,Hot-Dry,1.509648074,75.5,51.2,63.3,24.166666666666668,60.0,101325.0,177.1685916233332,0.576064161,3.4863046665274524,3.6042431198988254,3.4102774538146243,3.429674020423045,3.449070587031465,678.3
55217,Los Medanos Energy Center,2022,CA,3557559.0,1775.429213,3125.9991488200003,1494.048331,21,Closed,RI,1,NG,38.030071,-121.873004,3B,B,Hot-Dry,1.509648074,75.0,49.2,62.1,23.88888888888889,60.0,101325.0,175.26246227243382,0.499058262,3.480535053296058,3.60044668968814,3.406000602205054,3.425445210953362,3.444889819701672,678.3
55217,Los Medanos Energy Center,2023,CA,3062096.0,1673.605469,2672.0414253900003,1109.798933,22,Closed,RI,1,NG,38.030071,-121.873004,3B,B,Hot-Dry,1.509648074,72.5,49.6,61.0,22.5,60.0,101325.0,196.1989634429307,0.546555519,3.452688106695419,3.582164474277809,3.4021506049079973,3.4201519918449783,3.438153379,678.3
3459,Sabine,2023,TX,3802710.002,7029.706997,1192383.455,1185354.566,61,Open,ON,5,NG,30.0242,-93.878,2A,A,Hot-Humid,1.107253721,82.7,62.5,72.6,28.166666666666668,60.0,101325.0,776.3255826,1.848604546,3.5765289329047305,3.664862166747182,3.446460449033598,3.4683006208049565,3.490140792576315,1811.8
3459,Sabine,2022,TX,2899168.022,5899.531202,1385376.993,1379477.519,60,Open,ON,5,NG,30.0242,-93.878,2A,A,Hot-Humid,1.107253721,80.1,59.6,69.9,26.72222222222221,60.0,101325.0,721.3720338,2.034904896,3.542160878830777,3.641595530449477,3.435359123975388,3.4559827646227976,3.476606405270206,1811.8
3459,Sabine,2021,TX,3290393.032,6344.596997060001,1332422.491,1325976.71,59,Open,ON,5,NG,30.0242,-93.878,2A,A,Hot-Humid,1.107253721,78.9,60.6,69.7,26.05555555555556,60.0,101325.0,920.352768757704,1.928218585,3.527060900314545,3.631406723133864,3.434557430317388,3.454242359599035,3.4739272888806827,1811.8
3459,Sabine,2024,TX,4221910.999,8543.401605890002,1131836.4278791302,1162972.769,62,Open,ON,5,NG,30.0242,-93.878,2A,A,Hot-Humid,1.107253721,81.7,62.7,72.2,27.61111111111111,60.0,101325.0,777.3228451,2.023586383,3.563038908769052,3.655712780441727,3.4447822774800225,3.465875327776193,3.486968378072364,1811.8
3298,Williams,2021,SC,2434246.97,447.3597538,391457.7653,337068.31301870005,48,Open,ON,1,BIT,33.0158,-79.9297,3A,A,Hot-Humid,0.36714078,76.5,56.6,66.5,24.72222222222222,60.0,101325.0,901.9053435,0.183777472,3.497987823,3.6119835209456688,3.4220950162390897,3.4410838667097474,3.460072717180406,713.5
3298,Williams,2022,SC,1741944.012,408.2186144,435503.28186850005,435095.0633,49,Open,ON,1,BIT,33.0158,-79.9297,3A,A,Hot-Humid,0.36714078,77.0,57.2,67.1,25.0,60.0,101325.0,937.5456448357992,0.234346576,3.5038489341895804,3.615929494923178,3.424380820664454,3.4435356880903267,3.462690555516199,713.5
3298,Williams,2023,SC,1994059.952,432.6345089,376760.4188,376475.1503,50,Open,ON,1,BIT,33.0158,-79.9297,3A,A,Hot-Humid,0.36714078,78.8,58.5,68.7,26.0,60.0,101325.0,2886.903194994574,0.216961636,3.525823217850263,3.630572475630136,3.4305900377190595,3.4505882815101674,3.470586525301275,713.5
3298,Williams,2024,SC,1898618.975,640.3399556,388017.1304,387376.8283,51,Open,ON,1,BIT,33.0158,-79.9297,3A,A,Hot-Humid,0.36714078,78.6,58.5,68.6,25.88888888888889,60.0,101325.0,913.0346653790908,0.337266173,3.5233381503109937,3.628910678221675,3.430197016627996,3.4500683827873644,3.469939748946732,713.5
3469,T H Wharton,2023,TX,955431.0,200.72515066000005,387.3080096,186.5942151,63,Closed,RI,1,NG,29.9417,-95.5306,2A,A,Hot-Humid,1.107253721,82.5,62.5,72.5,28.05555555555556,60.0,101325.0,776.3255826,0.210088589,3.5737915774514346,3.663011515552199,3.4460397844593103,3.467736957568599,3.489434130677888,1189.9
3469,T H Wharton,2024,TX,671810.0,63.19741995,244.2611511,181.0675165,64,Closed,RI,1,NG,29.9417,-95.5306,2A,A,Hot-Humid,1.107253721,82.9,63.4,73.1,28.277777777777786,60.0,101325.0,777.3228451,0.094070377,3.579239187192204,3.66672338866485,3.4485750896874565,3.470389919585196,3.492204749482936,1189.9
3469,T H Wharton,2021,TX,1557981.0,67.5695685,627.2045829,559.8242849,61,Closed,RI,1,NG,29.9417,-95.5306,2A,A,Hot-Humid,1.107253721,80.9,61.3,71.1,27.16666666666667,60.0,101325.0,920.352768757704,0.043369957,3.5524870043925505,3.648575952779876,3.4402281511772594,3.461062931337521,3.481897711497783,1189.9
3469,T H Wharton,2022,TX,1525356.0,499.3334331,705.7518404,206.4562614,62,Closed,RI,1,NG,29.9417,-95.5306,2A,A,Hot-Humid,1.107253721,81.3,60.1,70.7,27.38888888888889,60.0,101325.0,721.3720338,0.327355341,3.557798536576509,3.652124477994775,3.4385938197828176,3.4599468856040136,3.4812999514252096,1189.9
55821,Curtis H Stanton Energy Center,2023,FL,3546362.0,3048.882776,3544.366447,495.1429842,20,Closed,RI,1,NG,28.488246,-81.166944,2A,A,Hot-Humid,0.390419117,85.4,65.7,75.6,29.666666666666668,60.0,101325.0,786.263276,0.859721251,3.614442500337253,3.690920155504327,3.4594402175335026,3.4825882113305853,3.5057362051276675,688.3
55821,Curtis H Stanton Energy Center,2024,FL,3458590.998,1498.568111,1732.2036160000002,233.6355052,21,Closed,RI,1,NG,28.488246,-81.166944,2A,A,Hot-Humid,0.390419117,84.7,65.3,75.0,29.27777777777778,60.0,101325.0,838.3079358847431,0.433288617,3.604322662701726,3.683965916113439,3.4567871318453496,3.4795050102721587,3.5022228886989675,688.3
55821,Curtis H Stanton Energy Center,2022,FL,3215908.0,2537.121842,2871.4833220600003,334.4106902,19,Closed,RI,1,NG,28.488246,-81.166944,2A,A,Hot-Humid,0.390419117,85.0,65.4,75.2,29.444444444444443,60.0,101325.0,698.1357374,0.788928614,3.608704771260312,3.686928698018116,3.4576682357629256,3.480594281988445,3.5035203282139635,688.3
55821,Curtis H Stanton Energy Center,2021,FL,2488152.0,2199.891022,2431.857161,232.0077789,18,Closed,RI,1,NG,28.488246,-81.166944,2A,A,Hot-Humid,0.390419117,84.4,65.0,74.7,29.11111111111111,60.0,101325.0,614.3257591704711,0.884146556,3.6000610451581547,3.681029145730781,3.455471529061505,3.478027290728433,3.5005830523953607,688.3
2539,Bethlehem Energy Center,2023,NY,4357870.0,4232.08838,5751.9304950000005,1519.842115,18,Closed,RI,1,NG,42.594196,-73.763752,5A,A,Cold,0.110353249,61.8,42.7,52.2,16.555555555555557,60.0,101325.0,246.2517177006512,0.971136904,3.347492029735092,3.515062467553136,3.373549602602037,3.3877008890971467,3.401852175592257,893.1
2539,Bethlehem Energy Center,2024,NY,3638501.0,3891.40148,5413.1363,1514.164,19,Closed,RI,1,NG,42.594196,-73.763752,5A,A,Cold,0.110353249,62.3,43.0,52.6,16.833333333333332,60.0,101325.0,233.73921858240791,1.069506778,3.351933048,3.517853637902319,3.374771672178467,3.3890798687508523,3.4033880653232376,893.1
2539,Bethlehem Energy Center,2022,NY,4262510.0,3549.143635,5027.342454,1478.213961,17,Closed,RI,1,NG,42.594196,-73.763752,5A,A,Cold,0.110353249,60.8,40.4,50.6,16.0,60.0,101325.0,212.5279055416245,0.832641715,3.338607750835969,3.509568170661373,3.368729133654613,3.3828130373552896,3.396896941055965,893.1
2539,Bethlehem Energy Center,2021,NY,5305298.0,3743.698567,5174.046019,1430.3436663700002,16,Closed,RI,1,NG,42.594196,-73.763752,5A,A,Cold,0.110353249,58.0,39.8,48.9,14.444444444444445,60.0,101325.0,251.5928626947302,0.705652834,3.314635917,3.494779438494655,3.3637226385429155,3.3768283185380894,3.389933998533264,893.1
3491,Handley,2023,TX,1519154.0,2604.1917365500003,581564.7084,578960.7778498901,47,Open,OC,1,NG,32.7283,-97.2192,2A,A,Hot-Humid,1.107253721,79.6,58.2,68.9,26.444444444444443,60.0,101325.0,776.3255826,1.714238146,3.5358384450185305,3.6373098457742383,3.431378092327932,3.4519712676725622,3.4725644430171934,1314.8
3491,Handley,2024,TX,880923.0,1538.049937,390526.3803,389238.0046,48,Open,OC,1,NG,32.7283,-97.2192,2A,A,Hot-Humid,1.107253721,79.0,58.1,68.6,26.11111111111111,60.0,101325.0,777.3228451,1.745952753,3.528250478054744,3.6322432156256728,3.430197016627996,3.450401636527764,3.470606256427532,1314.8
3491,Handley,2021,TX,1085581.0,1854.6616295,679924.3665110001,678071.0297750001,45,Open,OC,1,NG,32.7283,-97.2192,2A,A,Hot-Humid,1.107253721,76.2,55.8,66.0,24.55555555555556,60.0,101325.0,920.352768757704,1.708450709,3.494420554615528,3.609640412014833,3.4202074986907567,3.4391507900231644,3.4580940813555725,1314.8
3491,Handley,2022,TX,1089965.0,1894.612847,602722.4096563101,600829.1217,46,Open,OC,1,NG,32.7283,-97.2192,2A,A,Hot-Humid,1.107253721,78.3,55.7,67.0,25.72222222222222,60.0,101325.0,721.3720338,1.738232738,3.519637658479501,3.626434587338261,3.4239982637723547,3.444241896128945,3.464485528485536,1314.8
1745,Trenton Channel,2021,MI,1102054.954,1406.02619253,186317.8802,184909.3178,53,Open,ON,1,SUB,42.1217,-83.1808,5A,A,Cold,0.105604749,61.2,43.9,52.6,16.22222222222222,60.0,101325.0,592.1021720015771,1.275822215,3.3421445823641416,3.5117519769903445,3.374771672178467,3.388469702659655,3.402167733140842,535.5
1745,Trenton Channel,2022,MI,574849.002,1006.62758343,154921.6897,153915.0621,54,Open,ON,1,SUB,42.1217,-83.1808,5A,A,Cold,0.105604749,60.2,42.0,51.1,15.666666666666666,60.0,101325.0,1476.414558637139,1.751116519,3.333350901703142,3.5063266219319464,3.3702240222436526,3.383834282212482,3.3974445421813115,535.5
55089,Taft Cogeneration Facility,2021,LA,3922423.952,2639.486899,3008.643868,369.4030203,19,Closed,RI,1,NG,29.9888,-90.4599,2A,A,Hot-Humid,0.156628614,79.3,63.8,71.5,26.27777777777778,60.0,101325.0,986.6924882,0.67292239,3.532018270810002,3.6347662573558575,3.441873983717376,3.4611632110812245,3.480452438445073,894.2
55089,Taft Cogeneration Facility,2024,LA,4918623.96,3218.143599,3925.848711,556.6634675500001,22,Closed,RI,1,NG,29.9888,-90.4599,2A,A,Hot-Humid,0.156628614,80.6,64.7,72.7,27.0,60.0,101325.0,1142.398225,0.654277218,3.548633643950349,3.645940253188317,3.446881865122163,3.4667877039287784,3.4866935427353942,894.2
55089,Taft Cogeneration Facility,2023,LA,5917199.967,4322.661885,4860.087899,536.7824942,21,Closed,RI,1,NG,29.9888,-90.4599,2A,A,Hot-Humid,0.156628614,81.4,65.2,73.3,27.444444444444446,60.0,101325.0,1027.9334361770352,0.730524895,3.559031022,3.653017797594592,3.4494262698864104,3.4697854226572287,3.490144575428048,894.2
55089,Taft Cogeneration Facility,2022,LA,5698863.044,4157.538515460001,4622.742692000001,464.98462276,20,Closed,RI,1,NG,29.9888,-90.4599,2A,A,Hot-Humid,0.156628614,79.0,62.5,70.7,26.11111111111111,60.0,101325.0,922.158155705234,0.72953824,3.528281641618551,3.6322432156256728,3.4385938197828176,3.4579587593671035,3.477323698951389,894.2
55502,"Lawrenceburg Power, LLC",2022,IN,8516235.0,6404.546535230001,8381.321705920001,1875.6479425400005,18,Closed,RI,2,NG,39.0911,-84.8669,4A,A,Mixed-Humid,0.256390105,64.7,45.6,55.2,18.166666666666668,60.0,101325.0,1928.1870398252568,0.752039667,3.374020037621724,3.531678449935652,3.3828870211030795,3.3977661639863364,3.412645306869594,1232.0
55502,"Lawrenceburg Power, LLC",2021,IN,7955751.0,6000.93855,7681.062495,1582.4830796800002,17,Closed,RI,2,NG,39.0911,-84.8669,4A,A,Mixed-Humid,0.256390105,65.3,46.8,56.0,18.5,60.0,101325.0,1913.001539036669,0.754289388,3.379717452816989,3.535249693221098,3.3854459890460022,3.400426359463512,3.415406729881022,1232.0
55502,"Lawrenceburg Power, LLC",2023,IN,8578210.0,6575.908261,8495.353397,1869.90926098,19,Closed,RI,2,NG,39.0911,-84.8669,4A,A,Mixed-Humid,0.256390105,66.3,46.7,56.5,19.05555555555556,60.0,101325.0,1963.8256245239825,0.766582802,3.389208832648124,3.5413088987908767,3.387060652536878,3.402485477162278,3.417910301787677,1232.0
55502,"Lawrenceburg Power, LLC",2024,IN,8524583.0,6274.165658600001,8208.737293,1824.832599,20,Closed,RI,2,NG,39.0911,-84.8669,4A,A,Mixed-Humid,0.256390105,67.6,48.3,57.9,19.77777777777777,60.0,101325.0,1742.718631370045,0.736008513,3.401974148618229,3.549393093764916,3.391645861048806,3.407420584320417,3.4231953075920285,1232.0
3482,Jones,2024,TX,2472915.362,4113.53691,4113.53691,0.0,53,Closed,RI,2,NG,33.5239,-101.7392,3B,B,Hot-Dry,1.107253721,78.3,51.2,64.7,25.72222222222222,60.0,101325.0,777.3228451,1.663436191,3.5195883881238785,3.626434587338261,3.4153719902652173,3.436478249972522,3.457584509679826,860.4
3482,Jones,2021,TX,1194254.002,1995.91041824,1995.91041824,0.0,50,Closed,RI,2,NG,33.5239,-101.7392,3B,B,Hot-Dry,1.107253721,75.2,48.5,61.8,24.0,60.0,101325.0,920.352768757704,1.671261235,3.482807055173966,3.6019594618378976,3.404944011573616,3.424645556600044,3.4443471016264726,860.4
3482,Jones,2022,TX,1593110.996,2598.021518,2598.021518,0.0,51,Closed,RI,2,NG,33.5239,-101.7392,3B,B,Hot-Dry,1.107253721,76.2,48.2,62.2,24.55555555555556,60.0,101325.0,721.3720338,1.630785002,3.494444146457785,3.609640412014833,3.4063539097438533,3.4266825599709514,3.447011210198049,860.4
3482,Jones,2023,TX,1844004.013,3732.67166788,3732.67166788,0.0,52,Closed,RI,2,NG,33.5239,-101.7392,3B,B,Hot-Dry,1.107253721,77.3,49.8,63.6,25.166666666666668,60.0,101325.0,776.3255826,2.024221011,3.507486919867339,3.618321921722164,3.4113595,3.4320557421100086,3.4527519842891365,860.4
60926,St. Charles Power Station (LA),2024,LA,5206712.0,5288.709873,6811.311552,1520.561343,5,Closed,RI,1,NG,30.01,-90.460833,2A,A,Hot-Humid,0.156628614,80.6,64.7,72.7,27.0,60.0,101325.0,1142.398225,1.015748494,3.3755071693513914,3.4680949457023527,3.278746426085724,3.297681278047387,3.31661613,1000.0
60926,St. Charles Power Station (LA),2023,LA,5059476.0,4699.207974000001,6302.647083,1603.499676,4,Closed,RI,1,NG,30.01,-90.460833,2A,A,Hot-Humid,0.156628614,81.4,65.2,73.3,27.444444444444446,60.0,101325.0,1027.9334361770352,0.928793411,3.3854928415754726,3.4748272545935706,3.2811667173384373,3.300532771063951,3.319898824789464,1000.0
60926,St. Charles Power Station (LA),2022,LA,5537585.0,5106.4045277000005,6443.1652880500005,1336.325438,3,Closed,RI,1,NG,30.01,-90.460833,2A,A,Hot-Humid,0.156628614,79.0,62.5,70.7,26.11111111111111,60.0,101325.0,922.158155705234,0.922135647,3.356182184242529,3.455066035889428,3.2708626632824247,3.289283000543125,3.307703337803826,1000.0
60926,St. Charles Power Station (LA),2021,LA,5011299.0,3363.6396178000005,4408.33707,1111.0935432,2,Closed,RI,1,NG,30.01,-90.460833,2A,A,Hot-Humid,0.156628614,79.3,63.8,71.5,26.27777777777778,60.0,101325.0,986.6924882,0.671211121,3.359730820447263,3.4574660061754465,3.273982824111328,3.29233114231774,3.310679460524152,1000.0
1402,Little Gypsy,2024,LA,1267261.0,23854.70747,478036.2584,456149.9641,58,Open,ON,2,NG,30.005067,-90.461694,2A,A,Hot-Humid,0.156628614,80.6,64.7,72.7,27.0,60.0,101325.0,1142.398225,18.82383145,3.5485880673883923,3.645940253188317,3.446881865122163,3.4667877039287784,3.4866935427353942,1002.9
1402,Little Gypsy,2022,LA,837186.0,14826.693888000002,451987.0768381,437159.8908,56,Open,ON,2,NG,30.005067,-90.461694,2A,A,Hot-Humid,0.156628614,79.0,62.5,70.7,26.11111111111111,60.0,101325.0,922.158155705234,17.71015508,3.528268804609427,3.6322432156256728,3.4385938197828176,3.4579587593671035,3.477323698951389,1002.9
1402,Little Gypsy,2023,LA,575976.0,25763.0840649,385494.65432442,359731.5703,57,Open,ON,2,NG,30.005067,-90.461694,2A,A,Hot-Humid,0.156628614,81.4,65.2,73.3,27.444444444444446,60.0,101325.0,1027.9334361770352,44.72944023,3.5590223653426025,3.653017797594592,3.4494262698864104,3.4697854226572287,3.490144575428048,1002.9
1402,Little Gypsy,2021,LA,604429.0,22753.720969,468933.8994,446316.9453,55,Open,ON,2,NG,30.005067,-90.461694,2A,A,Hot-Humid,0.156628614,79.3,63.8,71.5,26.27777777777778,60.0,101325.0,986.6924882,37.64498555,3.532073527773408,3.6347662573558575,3.441873983717376,3.4611632110812245,3.480452438445073,1002.9
60927,Lake Charles Power,2022,LA,6088759.0,102.3158469,120.7621498,18.11697226,2,Closed,RI,1,NG,30.2706,-93.28861,2A,A,Hot-Humid,0.156628614,78.6,58.0,68.3,25.88888888888889,60.0,101325.0,922.158155705234,0.016804056,3.351484866,3.451896056316378,3.261757704471184,3.280771539655704,3.299785374840223,1000.0
60927,Lake Charles Power,2021,LA,5535193.0,94.32863179,122.333095,16.655804000000003,1,Closed,RI,1,NG,30.272631,-93.299056,2A,A,Hot-Humid,0.156628614,78.9,60.8,69.8,26.05555555555556,60.0,101325.0,986.6924882,0.017041616,3.3549715970878258,3.454270346662096,3.2674041296827188,3.286090751380657,3.3047773730785943,1000.0
60927,Lake Charles Power,2024,LA,5962677.0,10167.64533,11961.93345,1792.88752371,4,Closed,RI,1,NG,30.2706,-93.28861,2A,A,Hot-Humid,0.156628614,81.0,62.1,71.5,27.22222222222222,60.0,101325.0,1142.398225,1.705214844,3.3804764519132458,3.471442424841181,3.273982824111328,3.2937287841843133,3.3134747442572987,1000.0
60927,Lake Charles Power,2023,LA,5900917.0,75.93153919000001,89.33189059,13.40413681,3,Closed,RI,1,NG,30.2706,-93.28861,2A,A,Hot-Humid,0.156628614,80.7,61.4,71.0,27.05555555555556,60.0,101325.0,1027.9334361770352,0.012867752,3.376760970494492,3.468928348873104,3.272027600441396,3.291717675284567,3.3114077501277377,1000.0
7834,John S Rainey,2021,SC,5017490.5,2516.0711771600004,2815.3911166800003,299.31993952000005,19,Closed,RI,1,NG,34.347734,-82.774478,3A,A,Mixed-Humid,0.36714078,73.1,52.1,62.6,22.83333333333333,60.0,101325.0,901.9053435,0.501460078,3.459211526538213,3.586449109963876,3.407772734110002,3.4256403716953896,3.443508009280777,1102.0
7834,John S Rainey,2022,SC,5688275.0,2798.0539388800003,3068.930308,270.87636878000006,20,Closed,RI,1,NG,34.347734,-82.774478,3A,A,Mixed-Humid,0.36714078,73.8,52.3,63.0,23.22222222222222,60.0,101325.0,937.5456448357992,0.4918985,3.467003291869152,3.591528861660826,3.4092005836192647,3.427433411423421,3.4456662392275774,1102.0
7834,John S Rainey,2023,SC,5588958.0,2616.971281,2953.918196,336.94691492000004,21,Closed,RI,1,NG,34.347734,-82.774478,3A,A,Mixed-Humid,0.36714078,74.2,52.6,63.4,23.444444444444443,60.0,101325.0,2886.903194994574,0.468239568,3.471421823899889,3.5944716182569927,3.410637559,3.4290209645849683,3.4474043705485267,1102.0
7834,John S Rainey,2024,SC,4253491.0,2172.1666786600003,2485.708404,313.5417249,22,Closed,RI,1,NG,34.347734,-82.774478,3A,A,Mixed-Humid,0.36714078,74.9,53.2,64.0,23.833333333333336,60.0,101325.0,913.0346653790908,0.510678565,3.479369299,3.599693180606608,3.4128103544538626,3.4314986370691374,3.450186919684412,1102.0
7710,H Allen Franklin Combined Cycle,2024,AL,11738168.0,7409.182993,9472.231443,2063.04845,22,Closed,RI,3,NG,32.6078,-85.0975,3A,A,Mixed-Humid,0.153045352,78.5,57.6,68.1,25.83333333333333,60.0,101325.0,745.413725,0.631204375,3.52204411616484,3.628083109763493,3.428241896125784,3.4482260174895547,3.4682101388533257,1995.7
7710,H Allen Franklin Combined Cycle,2023,AL,13682165.0,8261.278784,10247.86195,1982.797758,21,Closed,RI,3,NG,32.6078,-85.0975,3A,A,Mixed-Humid,0.153045352,78.0,56.5,67.2,25.55555555555556,60.0,101325.0,874.7178713079221,0.603799091,3.516004947906806,3.6239782034399015,3.4247640175947405,3.4446854361792565,3.464606854763773,1995.7
7710,H Allen Franklin Combined Cycle,2022,AL,11641023.0,8067.465792,10266.03192,2198.566128,20,Closed,RI,3,NG,32.6078,-85.0975,3A,A,Mixed-Humid,0.153045352,77.5,55.6,66.5,25.27777777777778,60.0,101325.0,795.5579289,0.693020346,3.5098605248793056,3.61992736538446,3.4220950162390897,3.4418782511536268,3.461661486068164,1995.7
7710,H Allen Franklin Combined Cycle,2021,AL,11356994.0,7476.941832,9285.232189,1809.047439,19,Closed,RI,3,NG,32.6078,-85.0975,3A,A,Mixed-Humid,0.153045352,76.6,55.7,66.1,24.77777777777777,60.0,101325.0,1026.8621386491652,0.658355709,3.499177834317306,3.612768614,3.420583754497506,3.4398022404945623,3.459020726491618,1995.7
10043,Logan Generating Plant,2021,NJ,565480.429,1422.125541,1425.910951,0.0,27,Closed,RI,1,BIT,39.7928,-75.406667,4A,A,Mixed-Humid,0.355848805,66.5,49.8,58.2,19.166666666666668,60.0,101325.0,498.99284424211896,2.514897896,3.3911375549313845,3.542537155245808,3.3926409463075147,3.4076305672013443,3.422620188095173,242.3
55406,Effingham Energy Facility,2021,GA,2694606.0,1952.442555,2043.322678,0.0,18,Closed,RI,1,NG,32.277252,-81.284411,2A,A,Hot-Humid,0.230909114,77.7,57.3,67.5,25.38888888888889,60.0,101325.0,1654.8126797433392,0.724574411,3.5123467952245484,3.621541283530731,3.425917466964883,3.445479848621468,3.4650422302780526,596.6
55406,Bobby C Smith Jr Energy Facility,2024,GA,1650261.0,1447.658132,1516.802431,69.14429906,21,Closed,RI,1,NG,32.277252,-81.284411,2A,A,Hot-Humid,0.230909114,79.3,59.2,69.3,26.27777777777778,60.0,101325.0,1374.658807445936,0.877229803,3.532000973441296,3.6347662573558575,3.4329623058787564,3.453142701026467,3.473323096174177,596.6
55406,Effingham Energy Facility,2023,GA,2439623.0,1931.47516922,2038.659053,107.1763133,20,Closed,RI,1,NG,32.277252,-81.284411,2A,A,Hot-Humid,0.230909114,79.3,58.7,69.0,26.27777777777778,60.0,101325.0,1527.9196715594371,0.79171051,3.5320743133287413,3.6347662573558575,3.431773129736873,3.452072442498772,3.4723717552606708,596.6
