plant_code,plant_name,year,state,net_gen_mwh,consumption_ML,withdrawal_ML,discharge_ML,facility_age_yrs,cooling_category,cooling_type_eia,n_cooling_systems,primary_fuel,LAT,LON,ashrae_zone,moisture_regime,ba_climate_zone,bws_raw,max_temp_f,min_temp_f,mean_temp_f,state_water_intensity_L_per_MWh,capacity_mw
8219,Ray D Nixon,2024,CO,1131666.013,1574.2006026000001,1574.2006026000001,0.0,44,Closed,RI,1,SUB,38.633451,-104.70577,5B,B,Cold,1.284841675,66.4,39.0,52.7,700.6470730621251,282.6
8219,Ray D Nixon,2023,CO,976462.999,1650.43876,1650.43876,0.0,43,Closed,RI,1,SUB,38.633451,-104.70577,5B,B,Cold,1.284841675,64.6,37.8,51.2,776.843322188015,282.6
8219,Ray D Nixon,2022,CO,1179254.995,1828.35303,1828.35303,0.0,42,Closed,RI,1,SUB,38.633451,-104.70577,5B,B,Cold,1.284841675,65.6,37.2,51.4,863.0511010346211,282.6
3456,Newman,2022,TX,3047381.0,3387.39685096,4232.8833161,843.85116802,62,Closed,RI,5,NG,31.983587,-106.431777,3B,B,Hot-Dry,1.107253721,79.5,53.3,66.4,721.372033824905,882.0
3456,Newman,2021,TX,2982048.0,3400.30509906,4255.0166083700005,849.81697418,61,Closed,RI,5,NG,31.983587,-106.431777,3B,B,Hot-Dry,1.107253721,80.0,53.9,67.0,920.3527687577041,882.0
3456,Newman,2024,TX,3598331.0,2691.3886559000002,3363.09073335,672.8187734,64,Closed,RI,5,NG,31.983587,-106.431777,3B,B,Hot-Dry,1.107253721,82.5,57.1,69.8,777.322845056421,882.0
3456,Newman,2023,TX,3187373.0,2934.60881922,3662.9141324,797.01429009,63,Closed,RI,5,NG,31.983587,-106.431777,3B,B,Hot-Dry,1.107253721,82.3,55.8,69.1,776.325582577331,882.0
6146,Martin Lake,2022,TX,12592121.52,16716.340276720002,2564632.72952551,29291.563146559998,45,Closed,RC,1,SUB,32.2606,-94.5706,3A,A,Hot-Humid,1.107253721,78.8,54.8,66.8,721.372033824905,2379.6
6146,Martin Lake,2024,TX,9741080.996,13253.54941479,2171057.74658591,112761.50029991001,47,Closed,RC,1,SUB,32.2606,-94.5706,3A,A,Hot-Humid,1.107253721,79.4,57.9,68.6,777.322845056421,2379.6
6146,Martin Lake,2021,TX,13179509.71,17365.05734465,2441943.01107941,207337.67140604,44,Closed,RC,1,SUB,32.2606,-94.5706,3A,A,Hot-Humid,1.107253721,76.6,55.4,66.0,920.3527687577041,2379.6
10725,Selkirk Cogen,2024,NY,92361.0,107.73276860000001,107.73276860000001,0.0,32,Closed,RI,2,NG,42.5744,-73.8592,5A,A,Cold,0.110353249,62.3,43.0,52.6,233.73921858240791,446.0
10725,Selkirk Cogen,2022,NY,339246.0,250.7834125,250.7834125,0.0,30,Closed,RI,2,NG,42.5744,-73.8592,5A,A,Cold,0.110353249,60.8,40.4,50.6,212.5279055416245,446.0
55350,Dresden Energy Facility,2021,OH,4097994.0,2574.8207403600004,3157.39533936,582.5708135900001,9,Closed,RI,1,NG,40.0928,-82.0276,5A,A,Cold,0.184038037,64.2,44.4,54.3,1470.495016622536,678.3
55350,Dresden Energy Facility,2022,OH,4466737.0,2878.4749743300004,3529.75097942,651.27221968,10,Closed,RI,1,NG,40.0928,-82.0276,5A,A,Cold,0.184038037,62.9,42.6,52.8,1048.292438642655,678.3
55350,Dresden Energy Facility,2024,OH,4580055.0,2751.30412538,3373.8110144700004,622.49931827,12,Closed,RI,1,NG,40.0928,-82.0276,5A,A,Cold,0.184038037,67.3,45.6,56.4,999.482999460377,678.3
55350,Dresden Energy Facility,2023,OH,3910371.0,2539.62778359,3114.23409454,574.61009636,11,Closed,RI,1,NG,40.0928,-82.0276,5A,A,Cold,0.184038037,65.2,44.3,54.8,1081.591549868622,678.3
1239,Riverton,2024,KS,1251505.0,1015.9661899,1420.0094970700002,404.03952176,8,Closed,RI,1,NG,37.072616,-94.698704,4A,A,Mixed-Humid,1.333534896,72.5,50.4,61.4,1039.9325794543531,300.2
1239,Riverton,2023,KS,1147046.0,848.32173723,1157.66544243,309.3437052,7,Closed,RI,1,NG,37.072616,-94.698704,4A,A,Mixed-Humid,1.333534896,71.5,49.3,60.4,1173.459784020496,300.2
1239,Riverton,2021,KS,1332336.0,1035.43076812,1442.49104706,416.49352066,5,Closed,RI,1,NG,37.072616,-94.698704,4A,A,Mixed-Humid,1.333534896,69.4,49.0,59.2,788.8131603352771,300.2
1239,Riverton,2022,KS,1471307.0,1264.0241072000001,1631.72369296,369.39166403,6,Closed,RI,1,NG,37.072616,-94.698704,4A,A,Mixed-Humid,1.333534896,70.3,47.6,58.9,879.161583791054,300.2
55283,Front Range Power Plant,2021,CO,2014975.0,0.0,0.0,0.0,18,Dry-Hybrid,DC,1,NG,38.6281,-104.7069,5B,B,Cold,1.284841675,65.7,38.3,52.0,961.537772528365,554.3
55283,Front Range Power Plant,2023,CO,2017108.0,0.0,0.0,0.0,20,Dry-Hybrid,DC,1,NG,38.6281,-104.7069,5B,B,Cold,1.284841675,64.6,37.8,51.2,776.843322188015,554.3
55283,Front Range Power Plant,2022,CO,2406691.0,0.0,0.0,0.0,19,Dry-Hybrid,DC,1,NG,38.6281,-104.7069,5B,B,Cold,1.284841675,65.6,37.2,51.4,863.0511010346211,554.3
55283,Front Range Power Plant,2024,CO,1813785.0,0.0,0.0,0.0,21,Dry-Hybrid,DC,1,NG,38.6281,-104.7069,5B,B,Cold,1.284841675,66.4,39.0,52.7,700.6470730621251,554.3
6023,Byron Generating Station,2022,IL,19741756.0,51374.00600403,81685.56301673,30310.41381888,37,Closed,RN,2,NUC,42.0742,-89.2819,5A,A,Cold,0.250776971,59.5,38.9,49.2,1878.604813733971,2449.8
6023,Byron Generating Station,2024,IL,19848713.0,56354.784130060005,81810.19007016,26693.238795510002,39,Closed,RN,2,NUC,42.0742,-89.2819,5A,A,Cold,0.250776971,63.3,42.4,52.9,1378.169953135206,2449.8
6023,Byron Generating Station,2021,IL,19969652.0,54358.70336837001,85521.38710711,31162.68373874,36,Closed,RN,2,NUC,42.0742,-89.2819,5A,A,Cold,0.250776971,62.1,42.0,52.0,1366.2028351835702,2449.8
6023,Byron Generating Station,2023,IL,19465588.0,53374.36427902,82735.67739024,29361.313111220003,38,Closed,RN,2,NUC,42.0742,-89.2819,5A,A,Cold,0.250776971,61.4,41.2,51.3,2042.483255494598,2449.8
1364,Mill Creek (KY),2021,KY,7403799.048,14441.282368850001,283829.99637508,269275.15170623,49,Open,ON,4,RC,38.0525,-85.9103,4A,A,Mixed-Humid,0.170628076,69.1,50.8,60.0,1185.2852606363751,1717.2
1364,Mill Creek (KY),2022,KY,7312010.025,14537.96552566,196489.90524806,181963.31109404002,50,Open,ON,4,BIT,38.0525,-85.9103,4A,A,Mixed-Humid,0.170628076,68.9,49.6,59.2,1304.465600422593,1717.2
1364,Mill Creek (KY),2023,KY,7540564.962,15622.38707,194937.25877000001,180083.30993000002,51,Open,ON,4,BIT,38.0525,-85.9103,4A,A,Mixed-Humid,0.170628076,70.5,51.4,61.0,1118.10655653863,1717.2
1364,Mill Creek (KY),2024,KY,6930258.004,14676.03457,242864.33478,228195.87103,52,Open,ON,4,BIT,38.0525,-85.9103,4A,A,Mixed-Humid,0.170628076,71.2,52.6,61.9,994.6356823990941,1717.2
55079,Millennium Power,2022,MA,1152563.0,842.7306866600001,1207.31109458,364.58419333,21,Closed,RI,1,NG,42.112291,-72.015113,5A,A,Cold,0.170484735,58.9,41.9,50.4,73.2312604230068,427.5
55079,Millennium Power,2024,MA,520587.0,418.74205420000004,654.66773245,237.71617718000002,23,Closed,RI,1,NG,42.112291,-72.015113,5A,A,Cold,0.170484735,59.8,43.7,51.7,60.08996730391271,427.5
55079,Millennium Power,2021,MA,691786.0,501.27913384000004,757.48703887,256.20790503000006,20,Closed,RI,1,NG,42.112291,-72.015113,5A,A,Cold,0.170484735,58.3,42.9,50.6,64.55450075337589,427.5
55079,Millennium Power,2023,MA,625455.0,509.16792828000007,746.1156672300001,236.94773895,22,Closed,RI,1,NG,42.112291,-72.015113,5A,A,Cold,0.170484735,59.4,43.8,51.6,41.6574359983255,427.5
60903,Salem Harbor Power Development LP,2021,MA,732013.0,0.0,0.0,0.0,3,Dry-Hybrid,DC,2,NG,42.525486,-70.878239,5A,A,Cold,0.170484735,61.7,47.2,54.4,64.55450075337589,798.2
60903,Salem Harbor Power Development LP,2022,MA,544674.0,0.0,0.0,0.0,4,Dry-Hybrid,DC,2,NG,42.525486,-70.878239,5A,A,Cold,0.170484735,61.5,45.6,53.6,73.2312604230068,798.2
60903,Salem Harbor Power Development LP,2023,MA,697565.0,0.0,0.0,0.0,5,Dry-Hybrid,DC,2,NG,42.525486,-70.878239,5A,A,Cold,0.170484735,61.0,47.0,54.0,41.6574359983255,798.2
60903,Salem Harbor Power Development LP,2024,MA,1149956.0,0.0,0.0,0.0,6,Dry-Hybrid,DC,2,NG,42.525486,-70.878239,5A,A,Cold,0.170484735,60.9,46.5,53.7,60.08996730391271,798.2
6251,South Texas Project,2024,TX,18926463.0,73898.06993374,2800699.3840147303,0.0,36,Closed,RC,1,NUC,28.795,-96.0481,2A,A,Hot-Humid,1.107253721,81.1,65.1,73.1,777.322845056421,2708.6
6251,South Texas Project,2021,TX,20855004.0,98328.00830484001,3120683.6193168503,0.0,33,Closed,RC,1,NUC,28.795,-96.0481,2A,A,Hot-Humid,1.107253721,79.4,63.6,71.5,920.3527687577041,2708.6
6251,South Texas Project,2023,TX,21787144.0,51976.12846027,3175698.04276165,0.0,35,Closed,RC,1,NUC,28.795,-96.0481,2A,A,Hot-Humid,1.107253721,81.0,65.6,73.3,776.325582577331,2708.6
6251,South Texas Project,2022,TX,21919885.0,12279.74890688,3264904.75741377,0.0,34,Closed,RC,1,NUC,28.795,-96.0481,2A,A,Hot-Humid,1.107253721,80.1,63.2,71.7,721.372033824905,2708.6
55467,Ouachita,2021,LA,2739761.0,4882.05084782,6034.7839010200005,1153.39549995,19,Closed,RI,3,NG,32.7061,-92.0683,3A,A,Hot-Humid,0.156628614,77.2,56.1,66.6,986.692488210525,903.9
55467,Ouachita,2022,LA,4239148.0,3164.56112049,4724.85791216,1596.9433458800002,20,Closed,RI,3,NG,32.7061,-92.0683,3A,A,Hot-Humid,0.156628614,78.4,,,922.1581557052341,903.9
55467,Ouachita,2024,LA,4897983.0,4232.73947052,5527.69416283,1296.3477231900001,22,Closed,RI,3,NG,32.7061,-92.0683,3A,A,Hot-Humid,0.156628614,79.4,58.1,68.8,1142.39822523866,903.9
55467,Ouachita,2023,LA,3736012.0,2822.08372156,4224.60840984,1436.79400501,21,Closed,RI,3,NG,32.7061,-92.0683,3A,A,Hot-Humid,0.156628614,80.1,57.5,68.8,1027.9334361770352,903.9
55292,Decatur Energy Center,2023,AL,2124846.0,1659.9401391000001,2029.2295970600003,369.28188714000004,21,Closed,RI,1,NG,34.6292,-87.0214,3A,A,Mixed-Humid,0.153045352,74.9,53.0,63.9,874.7178713079221,902.4
55292,Decatur Energy Center,2021,AL,1766065.0,1542.1154674400002,1819.8812824200002,277.79609826,19,Closed,RI,1,NG,34.6292,-87.0214,3A,A,Mixed-Humid,0.153045352,72.6,51.6,62.1,1026.8621386491652,902.4
55292,Decatur Energy Center,2024,AL,3588837.0,2964.0328111500003,3547.3039255900003,583.26732903,22,Closed,RI,1,NG,34.6292,-87.0214,3A,A,Mixed-Humid,0.153045352,75.5,54.2,64.8,745.413725026224,902.4
55292,Decatur Energy Center,2022,AL,2769516.0,2092.1809653600003,2533.43485283,441.26902911,20,Closed,RI,1,NG,34.6292,-87.0214,3A,A,Mixed-Humid,0.153045352,73.5,51.3,62.4,795.557928922159,902.4
6036,Catawba,2024,SC,18465593.0,45092.27331084,178736.38155838999,133644.10067673,39,Closed,RI,2,NUC,35.0514,-81.0694,3A,A,Mixed-Humid,0.36714078,74.2,53.8,64.0,913.0346653790909,2410.2
6036,Catawba,2023,SC,19165522.0,46369.65612993,174841.48993037,128471.83758585,38,Closed,RI,2,NUC,35.0514,-81.0694,3A,A,Mixed-Humid,0.36714078,73.8,53.1,63.5,2886.903194994574,2410.2
6036,Catawba,2022,SC,18962864.0,46083.3163613,180903.9111098,134820.60231932,37,Closed,RI,2,NUC,35.0514,-81.0694,3A,A,Mixed-Humid,0.36714078,73.4,51.3,62.4,937.5456448357991,2410.2
6036,Catawba,2021,SC,18585719.0,44636.75599849001,177431.77407058,132795.02185750002,36,Closed,RI,2,NUC,35.0514,-81.0694,3A,A,Mixed-Humid,0.36714078,73.8,51.4,62.6,901.905343453639,2410.2
2336,Tracy,2021,NV,4206378.0,231.71251692,231.71251692,0.0,47,Closed,RI,3,NG,39.5625,-119.525,5B,B,Cold,1.147337025,70.3,42.0,56.1,245.7746010659658,1032.9
2336,Tracy,2023,NV,3889370.0,190.42505005,190.42505005,0.0,49,Closed,RI,3,NG,39.5625,-119.525,5B,B,Cold,1.147337025,67.2,41.1,54.1,185.42634134529843,1032.9
710,Jack McDonough,2022,GA,18428551.0,11497.22516627,15781.397002460002,4371.45203456,11,Closed,RI,3,NG,33.8239,-84.4758,3A,A,Mixed-Humid,0.230909114,74.0,55.1,64.6,1802.497765144944,2848.4
710,Jack McDonough,2021,GA,18235417.68,16059.04168432,22733.17376352,6590.73192608,10,Closed,RI,3,NG,33.8239,-84.4758,3A,A,Mixed-Humid,0.230909114,73.6,55.5,64.5,1654.8126797433392,2848.4
710,Jack McDonough,2023,GA,17824581.23,6368.108178570001,15725.16852232,5661.40620026,12,Closed,RI,3,NG,33.8239,-84.4758,3A,A,Mixed-Humid,0.230909114,75.1,56.6,65.9,1527.9196715594371,2848.4
710,Jack McDonough,2024,GA,17987455.59,10605.552913720001,14856.16709026,4247.57449231,13,Closed,RI,3,NG,33.8239,-84.4758,3A,A,Mixed-Humid,0.230909114,75.6,56.8,66.2,1374.658807445936,2848.4
6090,Sherburne County,2022,MN,9802292.984,12920.91408186,17496.543561000002,4575.62947914,46,Closed,RI,3,SUB,45.3808,-93.8931,6A,A,Cold,0.319254149,52.9,32.4,42.6,1062.749259741014,2469.3
6090,Sherburne County,2021,MN,9201847.037,18804.012818770003,23523.673363,4719.660544230001,45,Closed,RI,3,SUB,45.3808,-93.8931,6A,A,Cold,0.319254149,56.3,34.8,45.5,1172.013261890327,2469.3
6090,Sherburne County,2024,MN,6341928.977,12477.45330036,16140.78761327,3663.3305275000002,48,Closed,RI,3,SUB,45.3808,-93.8931,6A,A,Cold,0.319254149,58.4,38.2,48.3,990.678718374976,2469.3
6090,Sherburne County,2023,MN,6708539.03,31790.30093133,35552.6464282,3762.3454968700003,47,Closed,RI,3,SUB,45.3808,-93.8931,6A,A,Cold,0.319254149,56.9,35.7,46.3,1437.922678375781,2469.3
6018,East Bend,2022,KY,2777700.001,7009.443697000001,7009.443697000001,0.0,41,Closed,RI,1,BIT,38.9036,-84.8514,4A,A,Mixed-Humid,0.170628076,64.7,45.6,55.2,1304.465600422593,772.0
6018,East Bend,2021,KY,2542673.047,5500.64740838,5500.64740838,0.0,40,Closed,RI,1,BIT,38.9036,-84.8514,4A,A,Mixed-Humid,0.170628076,65.3,46.8,56.0,1185.2852606363751,772.0
6018,East Bend,2023,KY,2215274.009,6883.75672877,6883.75672877,0.0,42,Closed,RI,1,BIT,38.9036,-84.8514,4A,A,Mixed-Humid,0.170628076,66.3,46.7,56.5,1118.10655653863,772.0
6018,East Bend,2024,KY,2264494.975,5090.888132110001,5090.888132110001,0.0,43,Closed,RI,1,BIT,38.9036,-84.8514,4A,A,Mixed-Humid,0.170628076,67.6,48.3,57.9,994.6356823990941,772.0
55393,Metcalf Energy Center,2022,CA,2315298.0,1811.6972260000002,2040.714531,229.395846,17,Closed,RI,1,NG,37.2207,-121.7457,3C,C,Marine,1.509648074,73.0,50.3,61.6,175.26246227243382,635.0
55393,Metcalf Energy Center,2024,CA,2770709.0,1822.296374,2103.552337,283.148668,19,Closed,RI,1,NG,37.2207,-121.7457,3C,C,Marine,1.509648074,74.7,53.2,63.9,177.1685916233332,635.0
55393,Metcalf Energy Center,2023,CA,2338618.0,1428.2351930000002,1647.7889730000002,225.231895,18,Closed,RI,1,NG,37.2207,-121.7457,3C,C,Marine,1.509648074,71.5,51.0,61.2,196.1989634429307,635.0
55393,Metcalf Energy Center,2021,CA,2335498.0,1463.4395060000002,1717.0619760000002,252.486847,16,Closed,RI,1,NG,37.2207,-121.7457,3C,C,Marine,1.509648074,71.5,50.2,60.8,180.6069952463169,635.0
1353,Big Sandy,2022,KY,509951.0,236.64490615000003,266.48907859,29.84417244,59,Closed,RN,1,NG,38.1707,-82.6176,4A,A,Mixed-Humid,0.170628076,66.8,46.1,56.5,1304.465600422593,280.5
1353,Big Sandy,2021,KY,550541.0,167.3908302,188.50584718000002,21.115016980000004,58,Closed,RN,1,NG,38.1707,-82.6176,4A,A,Mixed-Humid,0.170628076,66.7,47.4,57.0,1185.2852606363751,280.5
1353,Big Sandy,2023,KY,1172392.0,1336.06424491,1504.5793418800001,168.50752615000002,60,Closed,RN,1,NG,38.1707,-82.6176,4A,A,Mixed-Humid,0.170628076,69.0,47.4,58.2,1118.10655653863,280.5
1353,Big Sandy,2024,KY,1101669.0,1557.13597432,1753.5381867600001,196.40599785,61,Closed,RN,1,NG,38.1707,-82.6176,4A,A,Mixed-Humid,0.170628076,70.9,49.5,60.2,994.6356823990941,280.5
55380,Union Power Station,2023,AR,13416477.0,10593.27682909,11768.112891280001,993.8215414000001,20,Closed,RI,4,NG,33.296146,-92.589364,3A,A,Hot-Humid,0.408889176,77.0,53.9,65.4,1019.010505200594,2428.0
55380,Union Power Station,2024,AR,9989430.0,10378.591086350001,10380.779053330001,1242.76903005,21,Closed,RI,4,NG,33.296146,-92.589364,3A,A,Hot-Humid,0.408889176,77.8,54.2,66.0,1029.7235633797732,2428.0
55380,Union Power Station,2021,AR,11206830.0,7576.592750250001,8387.16637896,924.5523238100001,18,Closed,RI,4,NG,33.296146,-92.589364,3A,A,Hot-Humid,0.408889176,75.4,52.9,64.1,1379.079395237919,2428.0
55380,Union Power Station,2022,AR,12788417.0,10278.47834808,11578.03988436,1220.13984907,19,Closed,RI,4,NG,33.296146,-92.589364,3A,A,Hot-Humid,0.408889176,75.8,51.5,63.7,1076.236169840238,2428.0
57839,Woodbridge Energy Center,2022,NJ,4422124.0,2836.5742710400004,3451.4535589800003,614.88307335,7,Closed,RI,1,NG,40.515,-74.318889,4A,A,Mixed-Humid,0.355848805,65.7,48.0,56.9,446.906278716345,772.9
57839,Woodbridge Energy Center,2024,NJ,3608119.2,2526.2842133400004,3052.72118204,526.4407541100001,9,Closed,RI,1,NG,40.515,-74.318889,4A,A,Mixed-Humid,0.355848805,67.1,50.3,58.7,530.816931471863,772.9
57839,Woodbridge Energy Center,2021,NJ,3658507.0,2427.06483183,2894.71059782,467.64955140000006,6,Closed,RI,1,NG,40.515,-74.318889,4A,A,Mixed-Humid,0.355848805,66.4,49.5,58.0,498.99284424211896,772.9
57839,Woodbridge Energy Center,2023,NJ,4003061.0,2606.79988404,3050.16603029,443.37371707,8,Closed,RI,1,NG,40.515,-74.318889,4A,A,Mixed-Humid,0.355848805,67.2,50.2,58.7,510.40065575294307,772.9
3935,John E Amos,2023,WV,8530226.03,14273.17231075,16778.73140434,2505.55909359,52,Closed,RN,3,BIT,38.4731,-81.8233,4A,A,Mixed-Humid,0.164651456,68.3,46.1,57.2,1166.5483358819529,2932.6
3935,John E Amos,2022,WV,7306252.012,13348.07867331,15566.662049390003,2218.59473231,51,Closed,RN,3,BIT,38.4731,-81.8233,4A,A,Mixed-Humid,0.164651456,66.7,44.8,55.8,1214.86070114236,2932.6
3935,John E Amos,2024,WV,9613014.044,16674.662912620002,19036.709542290002,2852.07552499,53,Closed,RN,3,BIT,38.4731,-81.8233,4A,A,Mixed-Humid,0.164651456,70.4,47.5,58.9,1040.247493390368,2932.6
3935,John E Amos,2021,WV,12011110.98,21179.41437492,24807.02955907,3627.6151841500005,50,Closed,RN,3,BIT,38.4731,-81.8233,4A,A,Mixed-Humid,0.164651456,67.3,46.1,56.7,846.559193931391,2932.6
7902,Pirkey,2022,TX,2957777.002,4037.1662628700005,587222.1739816001,0.0,37,Closed,RC,1,LIG,32.4607,-94.4852,3A,A,Hot-Humid,1.107253721,78.8,54.8,66.8,721.372033824905,721.0
7902,Pirkey,2021,TX,2689736.048,3573.3513318,557701.805513,0.0,36,Closed,RC,1,LIG,32.4607,-94.4852,3A,A,Hot-Humid,1.107253721,76.6,55.4,66.0,920.3527687577041,721.0
8042,Belews Creek,2022,NC,9244086.0,2509.29529326,1784961.5489729801,1782452.2461089,48,Open,ON,2,NG,36.2811,-80.0603,4A,A,Mixed-Humid,0.466937329,70.0,49.2,59.6,623.1265088468831,2491.2
8042,Belews Creek,2021,NC,9010016.0,8857.287803090001,1747983.38527616,1739124.5378841502,47,Open,ON,2,BIT,36.2811,-80.0603,4A,A,Mixed-Humid,0.466937329,70.3,49.8,60.1,591.717160600264,2491.2
8042,Belews Creek,2023,NC,8487941.0,2712.26140664,1489152.4333824,1486440.17197576,49,Open,ON,2,NG,36.2811,-80.0603,4A,A,Mixed-Humid,0.466937329,70.7,50.3,60.5,578.674958196594,2491.2
8042,Belews Creek,2024,NC,9563806.069,2839.32626411,1574653.0348032,1574738.2027427899,50,Open,ON,2,NG,36.2811,-80.0603,4A,A,Mixed-Humid,0.466937329,71.1,51.0,61.1,453.37949561730306,2491.2
55040,Mid-Georgia Cogeneration Facility,2024,GA,116219.0,166.38391114,176.65751388,10.26981733,26,Closed,RI,1,NG,32.4856,-83.6039,3A,A,Hot-Humid,0.230909114,78.0,53.6,65.8,1374.658807445936,323.0
55040,Mid-Georgia Cogeneration Facility,2021,GA,165379.005,185.26553622,196.26593768,11.0155431,23,Closed,RI,1,NG,32.4856,-83.6039,3A,A,Hot-Humid,0.230909114,77.8,53.5,65.7,1654.8126797433392,323.0
55040,Mid-Georgia Cogeneration Facility,2023,GA,146545.004,201.53144299,215.40118523,13.873527650000002,25,Closed,RI,1,NG,32.4856,-83.6039,3A,A,Hot-Humid,0.230909114,78.7,54.2,66.5,1527.9196715594371,323.0
55040,Mid-Georgia Cogeneration Facility,2022,GA,461898.001,481.18996297,510.38683030000004,29.200652740000002,24,Closed,RI,1,NG,32.4856,-83.6039,3A,A,Hot-Humid,0.230909114,78.3,53.5,65.9,1802.497765144944,323.0
1715,Palisades,2021,MI,7014799.0,23875.337952,179443.197099,155567.82129290001,50,Closed,RI,1,NUC,42.323,-86.3146,5A,A,Cold,0.105604749,60.7,43.1,51.9,592.1021720015771,811.8
58933,Shell Chemical Appalachia LLC,2024,PA,1610368.0,1306.24278493,1479.06946389,172.82289355,3,Closed,RI,1,NG,40.671667,-80.336389,5A,A,Cold,0.176300101,65.9,46.9,56.4,1028.33184868683,309.8
58933,Shell Chemical Appalachia LLC,2023,PA,1530623.0,1170.18757871,1358.14454144,191.73480191000002,2,Closed,RI,1,NG,40.671667,-80.336389,5A,A,Cold,0.176300101,63.7,45.0,54.4,1089.5722832110791,309.8
58933,Shell Chemical Appalachia LLC,2022,PA,1407864.85,851.73239164,890.15430314,72.4906015,1,Closed,RI,1,NG,40.671667,-80.336389,5A,A,Cold,0.176300101,60.9,42.1,51.5,1135.816208083482,309.8
58933,Shell Chemical Appalachia LLC,2021,PA,212404.78,184.44031684,286.28677289,101.84267064000001,0,Closed,RI,1,NG,40.671667,-80.336389,5A,A,Cold,0.176300101,62.3,44.1,53.2,1188.6384207251313,309.8
55516,Fayette Energy Facility,2021,PA,4987665.0,4543.718472840001,4790.41364254,246.69138429,18,Closed,RI,1,NG,39.8592,-79.9182,5A,A,Cold,0.176300101,65.1,45.8,55.5,1188.6384207251313,714.9
55516,Fayette Energy Facility,2024,PA,5418695.0,5003.536010950001,5282.47908844,278.95443372,21,Closed,RI,1,NG,39.8592,-79.9182,5A,A,Cold,0.176300101,67.7,47.2,57.5,1028.33184868683,714.9
55516,Fayette Energy Facility,2023,PA,5459456.0,5098.004702910001,5338.1473279,240.1464104,20,Closed,RI,1,NG,39.8592,-79.9182,5A,A,Cold,0.176300101,66.2,45.6,55.9,1089.5722832110791,714.9
55516,Fayette Energy Facility,2022,PA,4942796.0,4383.8568231300005,4595.62780017,211.78611868000002,19,Closed,RI,1,NG,39.8592,-79.9182,5A,A,Cold,0.176300101,64.4,44.0,54.2,1135.816208083482,714.9
4940,Riverside (OK),2021,OK,280510.0,1086.57922804,1398.45915794,311.87992990000004,47,Closed,RI,2,NG,35.9978,-95.9567,3A,A,Mixed-Humid,0.341006687,72.8,51.6,62.2,942.0769634411021,1121.7
4940,Riverside (OK),2024,OK,1349221.0,1881.9847188800002,3121.08947205,1258.25514236,50,Closed,RI,2,NG,35.9978,-95.9567,3A,A,Mixed-Humid,0.341006687,75.0,52.6,63.8,1013.561607753783,1121.7
4940,Riverside (OK),2022,OK,824625.0,1815.61133994,2195.0229842400004,379.41164430000003,48,Closed,RI,2,NG,35.9978,-95.9567,3A,A,Mixed-Humid,0.341006687,73.5,50.2,61.9,861.2937168713011,1121.7
4940,Riverside (OK),2023,OK,1121335.0,2060.62957301,3293.8858677300004,1305.33050112,49,Closed,RI,2,NG,35.9978,-95.9567,3A,A,Mixed-Humid,0.341006687,73.7,51.3,62.5,870.486291687026,1121.7
55048,Tiverton Power Plant,2023,RI,1653199.0,0.0,0.0,0.0,23,Dry-Hybrid,DC,1,NG,41.6422,-71.1706,5A,A,Cold,0.227893048,61.8,44.3,53.0,246.34944672839012,272.5
55048,Tiverton Power Plant,2021,RI,1510957.0,0.0,0.0,0.0,21,Dry-Hybrid,DC,1,NG,41.6422,-71.1706,5A,A,Cold,0.227893048,62.7,45.4,54.1,280.7992188741231,272.5
55048,Tiverton Power Plant,2022,RI,1062072.0,0.0,0.0,0.0,22,Dry-Hybrid,DC,1,NG,41.6422,-71.1706,5A,A,Cold,0.227893048,62.9,44.1,53.5,304.6746943879225,272.5
55048,Tiverton Power Plant,2024,RI,1663114.0,0.0,0.0,0.0,24,Dry-Hybrid,DC,1,NG,41.6422,-71.1706,5A,A,Cold,0.227893048,61.8,44.4,53.1,264.2802941641001,272.5
6152,Sequoyah,2024,TN,13427277.0,58503.51155,1864583.1891100002,2813301.5703600002,42,Open,ON,1,NUC,35.2267,-85.0917,3A,A,Mixed-Humid,0.201660476,75.1,54.0,64.6,1125.6762030615303,2441.0
55297,New Covert Generating Facility,2024,MI,7172013.0,5148.1576000000005,5803.033530000001,643.5197000000001,20,Closed,RI,3,NG,42.32238,-86.29368,5A,A,Cold,0.105604749,63.3,45.1,54.2,1381.924819418998,1176.0
55297,New Covert Generating Facility,2021,MI,7045134.0,5333.309573920001,6011.6815437899995,678.37575528,17,Closed,RI,3,NG,42.32238,-86.29368,5A,A,Cold,0.105604749,60.7,43.1,51.9,592.1021720015771,1176.0
6137,A B Brown,2022,IN,3013016.996,7938.440092149999,9485.76049834,1547.3128353700001,43,Closed,RI,2,BIT,37.9053,-87.715,4A,A,Mixed-Humid,0.256390105,67.4,46.4,56.9,1928.1870398252572,706.8
6137,A B Brown,2021,IN,2751581.961,7107.14891451,8641.197673240002,1556.76878955,42,Closed,RI,2,BIT,37.9053,-87.715,4A,A,Mixed-Humid,0.256390105,68.1,47.7,57.9,1913.001539036669,706.8
6118,PSEG Hope Creek Generating Station,2024,NJ,8966440.0,18000.381632,80581.915375,62581.533743,38,Closed,RN,1,NUC,39.4666,-75.5377,4A,A,Mixed-Humid,0.355848805,66.7,47.6,57.2,530.816931471863,1290.7
