plant_code,plant_name,year,state,net_gen_mwh,consumption_ML,withdrawal_ML,discharge_ML,facility_age_yrs,cooling_category,cooling_type_eia,n_cooling_systems,primary_fuel,LAT,LON,ashrae_zone,moisture_regime,ba_climate_zone,bws_raw,max_temp_f,min_temp_f,mean_temp_f,state_water_intensity_L_per_MWh,capacity_mw,predicted_ceiling_75,predicted_ceiling_90,excess_pct_75,excess_pct_90,overconsumer_75,overconsumer_90,excess_ratio,risk_score
470,Comanche (CO),2022,CO,5821280.97,9402.8070236,11339.35085681,1936.48705206,49,Closed,RI,3,SUB,38.2081,-104.5747,5B,B,Cold,1.284841675,70.6,35.8,53.2,863.0511010346211,1635.3,12762.853614637883,16891.084856379603,-0.26326765882390135,-0.4433272283249084,False,False,0.0,0.0
470,Comanche (CO),2024,CO,5674874.99,7170.471252990001,9605.42487926,2434.94984086,51,Closed,RI,3,SUB,38.2081,-104.5747,5B,B,Cold,1.284841675,71.6,38.9,55.2,700.6470730621251,1635.3,12355.95939639495,16881.5552567557,-0.4196750715219976,-0.5752481839538744,False,False,0.0,0.0
7605,River Road Gen Plant,2021,WA,1942569.0,48.15798602,62.86430387,14.69496162,24,Closed,RI,1,NG,45.6497,-122.7256,4C,C,Marine,0.186900112,65.4,47.6,56.5,405.987922632953,248.0,1499.7224990357038,1964.8442066453395,-0.9678887353820692,-0.9754901758332167,False,False,0.0,0.0
7605,River Road Gen Plant,2022,WA,1695598.0,45.31892852,54.40391252,9.08876941,25,Closed,RI,1,NG,45.6497,-122.7256,4C,C,Marine,0.186900112,64.5,47.1,55.8,377.4950772866912,248.0,1355.253322909502,1796.185660838426,-0.9665605479404338,-0.9747693517947104,False,False,0.0,0.0
7605,River Road Gen Plant,2023,WA,1828599.0,49.25954033,58.68142582000001,9.73985993,26,Closed,RI,1,NG,45.6497,-122.7256,4C,C,Marine,0.186900112,65.3,47.9,56.6,470.955178473927,248.0,1459.9148817337807,1920.2269520456098,-0.9662586216865604,-0.9743470217009901,False,False,0.0,0.0
7605,River Road Gen Plant,2024,WA,1561558.0,44.72083374,53.32128526,8.528528730000001,27,Closed,RI,1,NG,45.6497,-122.7256,4C,C,Marine,0.186900112,65.4,48.1,56.7,431.277965208449,248.0,1305.6099584189433,1755.8642036694866,-0.9657471716942512,-0.9745305851975681,False,False,0.0,0.0
593,Edge Moor,2022,DE,339936.996,440.93212762,121708.38497229,121267.44905926,68,Open,ON,3,RFO,39.73886,-75.50384,4A,A,Mixed-Humid,0.718238071,66.3,46.6,56.4,1278.205628677994,710.3,23050.40596507909,7093.2879946206585,-0.9808709604382673,-0.9378381185207213,False,False,0.0,0.0
593,Edge Moor,2024,DE,327562.005,417.90926400000006,120720.84721149,120302.93794749,70,Open,ON,3,RFO,39.73886,-75.50384,4A,A,Mixed-Humid,0.718238071,66.7,47.6,57.2,10254.525208596271,710.3,126731.24881888845,22190.124651406448,-0.9967023976493972,-0.9811668807379361,False,False,0.0,0.0
593,Edge Moor,2021,DE,292456.003,377.56436422,78372.371558,75046.82830644,67,Open,ON,3,RFO,39.73886,-75.50384,4A,A,Mixed-Humid,0.718238071,66.3,47.6,57.0,632.263670938323,710.3,18514.234366549044,6078.682185368652,-0.9796068064849512,-0.9378871352858692,False,False,0.0,0.0
593,Edge Moor,2023,DE,222294.003,296.88213548,66840.13134923,66543.24921375001,69,Open,ON,3,RFO,39.73886,-75.50384,4A,A,Mixed-Humid,0.718238071,67.7,47.9,57.8,2693.039078382737,710.3,23062.780501225723,6904.748909655495,-0.9871272184434041,-0.9570031960083524,False,False,0.0,0.0
54081,Spruance Operating Services LLC,2023,VA,56935.0,72.70258446,128.32161359,55.626599950000006,31,Closed,RI,1,NG,37.4556,-77.4308,4A,A,Mixed-Humid,0.340090219,72.3,50.4,61.3,234.211146820585,114.8,126.98159893145612,261.91027874097017,-0.42745574892906807,-0.7224141610268644,False,False,0.0,0.0
54081,Spruance Operating Services LLC,2021,VA,52526.0,61.11922986,115.56099648,54.44176662,29,Closed,RI,1,NG,37.4556,-77.4308,4A,A,Mixed-Humid,0.340090219,70.9,49.9,60.4,225.4075701621309,229.6,133.36243776400934,281.5622316658486,-0.5417058139852458,-0.7829281665428237,False,False,0.0,0.0
54081,Spruance Operating Services LLC,2024,VA,57421.0,60.40757278,109.10308702,48.68415801,32,Closed,RI,1,NG,37.4556,-77.4308,4A,A,Mixed-Humid,0.340090219,72.3,51.2,61.8,134.98135808287202,114.8,125.77385681031069,262.0346854668614,-0.5197128058885452,-0.7694672647158403,False,False,0.0,0.0
54081,Spruance Operating Services LLC,2022,VA,68207.0,121.83720626,180.05681206000003,58.22717662,30,Closed,RI,1,NG,37.4556,-77.4308,4A,A,Mixed-Humid,0.340090219,71.0,49.0,60.0,247.2829983723718,114.8,142.18165822414997,283.2388493718683,-0.14308773872982164,-0.5698428851473047,False,False,0.0,0.0
55107,Rhode Island State Energy Center,2023,RI,3600346.0,2569.63094325,2983.47467691,413.84751907,21,Closed,RI,1,NG,41.8017,-71.5186,5A,A,Cold,0.227893048,61.8,44.3,53.0,246.3494467283901,596.0,2454.3300896402816,3004.609057542289,0.04697854379751244,-0.14477028657035748,True,False,0.0,0.0
55107,Rhode Island State Energy Center,2024,RI,3529707.0,2583.87544108,3047.53517034,681.35108754,22,Closed,RI,1,NG,41.8017,-71.5186,5A,A,Cold,0.227893048,61.8,44.4,53.1,264.2802941641001,596.0,2432.5047853192614,2984.2160624392477,0.062228307493697996,-0.1341526930298793,True,False,0.0,0.0
55107,Rhode Island State Energy Center,2021,RI,3611628.0,2617.79271468,3089.44344445,471.64694436,19,Closed,RI,1,NG,41.8017,-71.5186,5A,A,Cold,0.227893048,62.7,45.4,54.1,280.7992188741231,596.0,2497.206331587795,3080.2303675002277,0.04828851407545992,-0.15013086608698065,True,False,0.0,0.0
55107,Rhode Island State Energy Center,2022,RI,3294873.0,2382.38942301,2863.26141154,480.86441771000005,20,Closed,RI,1,NG,41.8017,-71.5186,5A,A,Cold,0.227893048,62.9,44.1,53.5,304.6746943879225,596.0,2349.2407394958054,2908.8852885541633,0.014110381689238423,-0.18099574693296125,True,False,0.0,0.0
3443,Victoria,2021,TX,734385.0,1046.35167597,1256.4608580200002,210.10918205,64,Closed,RI,2,NG,28.7883,-97.01,2A,A,Hot-Humid,1.107253721,81.7,60.9,71.3,920.352768757704,376.9,1146.3326740544062,1974.7453660319215,-0.08721813514290608,-0.47013336809466605,False,False,0.0,0.0
3443,Victoria,2023,TX,974078.0,1086.57922804,1277.45095647,190.87172843,66,Closed,RI,2,NG,28.7883,-97.01,2A,A,Hot-Humid,1.107253721,84.1,62.6,73.4,776.325582577331,376.9,1367.568894234096,2344.06722966793,-0.20546655263862487,-0.5364556040511136,False,False,0.0,0.0
3443,Victoria,2022,TX,974797.0,825.0301095,1026.0997324700002,201.06962297,65,Closed,RI,2,NG,28.7883,-97.01,2A,A,Hot-Humid,1.107253721,83.1,59.4,71.3,721.372033824905,376.9,1331.75208785289,2246.7192748852194,-0.3804927230636821,-0.632784514415069,False,False,0.0,0.0
3443,Victoria,2024,TX,1478174.0,1384.34336405,1624.4329933,240.09341466,67,Closed,RI,2,NG,28.7883,-97.01,2A,A,Hot-Humid,1.107253721,84.1,62.5,73.3,777.322845056421,376.9,1803.0558517576762,2938.153710316264,-0.2322238034387576,-0.528839025953823,False,False,0.0,0.0
7153,Hay Road,2022,DE,1998514.032,1092.01886221,1281.34992877,189.32349574000003,33,Closed,RI,2,NG,39.7436,-75.5072,4A,A,Mixed-Humid,0.718238071,66.3,46.6,56.4,1278.205628677994,1098.2,2522.8711330243864,3399.709018777936,-0.5671523416652275,-0.6787904917219831,False,False,0.0,0.0
7153,Hay Road,2023,DE,1957083.987,1018.5819082100002,1205.36917925,186.79484186,34,Closed,RI,2,NG,39.7436,-75.5072,4A,A,Mixed-Humid,0.718238071,67.7,47.9,57.8,2693.039078382737,1098.2,3300.548270762615,4124.5612970605025,-0.6913900889640224,-0.753044788318233,False,False,0.0,0.0
7153,Hay Road,2024,DE,1790801.036,919.95305066,1101.34232704,181.40441802,35,Closed,RI,2,NG,39.7436,-75.5072,4A,A,Mixed-Humid,0.718238071,66.7,47.6,57.2,10254.525208596271,1098.2,13221.383669411667,10223.36731417561,-0.930419306052788,-0.9100146730143988,False,False,0.0,0.0
7153,Hay Road,2021,DE,1208712.998,1394.32549022,1630.6637781600002,237.50797963,32,Closed,RI,2,NG,39.7436,-75.5072,4A,A,Mixed-Humid,0.718238071,66.3,47.6,57.0,632.263670938323,1193.0,1624.8739984785495,2442.499425805658,-0.14188700691525846,-0.4291398902744545,False,False,0.0,0.0
55690,Bethlehem Power Plant,2023,PA,5991453.977,4756.55315009,6143.29646408,1273.3248595700002,21,Closed,RI,1,NG,40.6175,-75.3147,5A,A,Cold,0.176300101,64.0,43.3,53.6,1089.5722832110791,1153.0,4521.200762753412,5066.681662687669,0.052055283471477136,-0.06120939369085182,True,False,0.0,0.0
55690,Bethlehem Power Plant,2024,PA,5938141.938,4944.1012885400005,6795.53396331,1720.43856172,22,Closed,RI,1,NG,40.6175,-75.3147,5A,A,Cold,0.176300101,64.4,43.9,54.2,1028.33184868683,1153.0,4462.87074056415,5054.151002354791,0.10782981985156452,-0.021774124628155502,True,False,0.0,0.0
55690,Bethlehem Power Plant,2022,PA,4361800.015,3616.01668791,5039.79645334,1341.6628663,20,Closed,RI,1,NG,40.6175,-75.3147,5A,A,Cold,0.176300101,62.9,41.5,52.2,1135.816208083482,1153.0,3654.2557064292573,4185.518059805899,-0.010464242677922021,-0.13606472693664803,False,False,0.0,0.0
55690,Bethlehem Power Plant,2021,PA,3497080.001,2861.10372784,3760.94868058,837.6733789,19,Closed,RI,1,NG,40.6175,-75.3147,5A,A,Cold,0.176300101,63.2,43.5,53.3,1188.6384207251313,1153.0,3215.3570188606814,3806.2086871175375,-0.11017541409638124,-0.2483061326816714,False,False,0.0,0.0
59,Platte,2022,NE,441009.005,951.652074,1977.498184,1026.981733,40,Closed,RI,1,SUB,40.854765,-98.348222,5A,A,Cold,1.485507445,65.9,39.2,52.5,434.332876250174,109.8,1128.6380900862946,1751.5901780004722,-0.15681378968236173,-0.45669250378741083,False,False,0.0,0.0
59,Platte,2021,NE,422231.999,873.294087,2032.76517,1167.798985,39,Closed,RI,1,SUB,40.854765,-98.348222,5A,A,Cold,1.485507445,65.0,41.8,53.4,469.499343099535,109.8,1111.7321735267005,1744.7782979623184,-0.21447439608616667,-0.49948134498239827,False,False,0.0,0.0
59,Platte,2024,NE,358819.0,988.749092,1662.35144527,673.6061386800001,42,Closed,RI,1,SUB,40.854765,-98.348222,5A,A,Cold,1.485507445,65.9,41.6,53.8,444.913221740163,109.8,996.2103064145664,1602.4397451540437,-0.007489597694908243,-0.3829726858747186,False,False,0.0,0.0
59,Platte,2023,NE,361858.996,984.585141,1680.72204,696.1368990000001,41,Closed,RI,1,SUB,40.854765,-98.348222,5A,A,Cold,1.485507445,65.7,41.1,53.4,590.644973122503,109.8,1027.0247154460046,1628.9629646370572,-0.04132283654690279,-0.39557549043518525,False,False,0.0,0.0
55112,Sutter Energy Center,2023,CA,2135122.0,0.0,0.0,0.0,22,Dry-Hybrid,DC,1,NG,39.053139,-121.695873,3B,B,Hot-Dry,1.509648074,75.8,49.0,62.4,196.1989634429307,636.0,117.22512292427967,570.362352455378,-1.0,-1.0,False,False,0.0,0.0
55112,Sutter Energy Center,2024,CA,1598502.0,0.0,0.0,0.0,23,Dry-Hybrid,DC,1,NG,39.053139,-121.695873,3B,B,Hot-Dry,1.509648074,78.3,51.9,65.1,177.1685916233332,636.0,98.28107348462943,508.6800223075406,-1.0,-1.0,False,False,0.0,0.0
55112,Sutter Energy Center,2022,CA,2633375.0,0.0,0.0,0.0,21,Dry-Hybrid,DC,1,NG,39.053139,-121.695873,3B,B,Hot-Dry,1.509648074,78.6,48.3,63.4,175.26246227243382,636.0,135.4073199589413,648.8461199064378,-1.0,-1.0,False,False,0.0,0.0
963,Dallman,2021,IL,1225023.958,521.18660503,118864.77740947,118343.57944821,43,Open,OC,2,BIT,39.754803,-89.602389,5A,A,Cold,0.250776971,64.4,44.9,54.7,1366.2028351835702,437.4,52368.32033523805,21176.172096520753,-0.9900476738284978,-0.975388063401901,False,False,0.0,0.0
963,Dallman,2024,IL,547209.996,105.15490439,1830.72269666,1725.58293391,46,Open,OC,2,BIT,39.754803,-89.602389,5A,A,Cold,0.250776971,66.6,,,1378.169953135206,437.4,,,,,,,0.0,0.0
963,Dallman,2023,IL,643131.999,74.73913504000001,1301.2687561900002,1226.52205033,45,Open,OC,2,BIT,39.754803,-89.602389,5A,A,Cold,0.250776971,66.4,44.9,55.6,2042.483255494598,437.4,39149.62192904714,16499.149214737416,-0.9980909359693063,-0.995470121879179,False,False,0.0,0.0
963,Dallman,2022,IL,1250277.991,123.14317271,2143.91237842,2020.7654203,44,Open,OC,2,BIT,39.754803,-89.602389,5A,A,Cold,0.250776971,63.3,42.6,52.9,1878.604813733971,437.4,57747.277623448,22171.572457405167,-0.9978675501637847,-0.994445898100075,False,False,0.0,0.0
3612,V H Braunig,2023,TX,1649584.997,5042.2418282,490610.29265649006,824.6515685,57,Closed,RC,3,NG,29.257046,-98.384045,2A,A,Hot-Humid,1.107253721,84.9,62.1,73.5,776.325582577331,1713.0,2725.439383170035,4802.09132600035,0.8500656662322195,0.05000956581133385,True,True,0.05000956581133385,0.055373277830193794
3612,V H Braunig,2022,TX,1663138.002,6735.039326100001,598624.4269963801,88.97606205,56,Closed,RC,3,NG,29.257046,-98.384045,2A,A,Hot-Humid,1.107253721,85.5,60.7,73.1,721.372033824905,1713.0,2703.0374747615497,4757.268649496474,1.491655920047552,0.4157365964213229,True,True,0.4157365964213229,0.46032589334338503
3612,V H Braunig,2024,TX,2028752.997,2961.3565262800003,491981.6369226,2058.2901896300004,58,Closed,RC,3,NG,29.257046,-98.384045,2A,A,Hot-Humid,1.107253721,85.2,63.1,74.2,777.322845056421,1713.0,3144.6492314249367,5440.812456044841,-0.058287170255195975,-0.45571427976902984,False,False,0.0,0.0
3612,V H Braunig,2021,TX,928715.0,12482.06771515,349761.99650908005,948.00672417,55,Closed,RC,3,NG,29.257046,-98.384045,2A,A,Hot-Humid,1.107253721,83.2,61.3,72.2,920.352768757704,1713.0,1893.7583810310357,3497.4315988012786,5.591161702663609,2.5689240411243914,True,True,2.5689240411243914,2.8444507035013396
602,Brandon Shores,2022,MD,2084647.986,1465.46470035,5088.9575730100005,3627.27828266,38,Closed,RI,2,BIT,39.18,-76.5389,4A,A,Mixed-Humid,0.282842881,67.9,47.0,57.5,262.2843698912595,1370.2,4681.579156265829,6869.111201396531,-0.6869721409305617,-0.7866587601534151,False,False,0.0,0.0
602,Brandon Shores,2023,MD,1035289.034,1105.4154282,2617.4974527000004,1512.0820245,39,Closed,RI,2,BIT,39.18,-76.5389,4A,A,Mixed-Humid,0.282842881,69.8,48.9,59.3,258.2845882618413,1370.2,2980.913742635903,4833.346872518752,-0.6291689315295231,-0.7712940003364694,False,False,0.0,0.0
602,Brandon Shores,2024,MD,2168466.959,3970.9215878700006,4696.87994685,726.7305826200001,40,Closed,RI,2,BIT,39.18,-76.5389,4A,A,Mixed-Humid,0.282842881,68.8,48.6,58.7,292.7866636446689,1370.2,4879.651766993355,7191.323998180538,-0.18622848976030046,-0.44781773302458977,False,False,0.0,0.0
602,Brandon Shores,2021,MD,2470804.983,3171.0114591300003,6050.80375614,2879.79229701,37,Closed,RI,2,BIT,39.18,-76.5389,4A,A,Mixed-Humid,0.282842881,68.8,48.7,58.7,279.9399391320252,1370.2,5308.293165965975,7709.115704297118,-0.40263068372694966,-0.5886672893802263,False,False,0.0,0.0
55041,Berkshire Power,2023,MA,70140.0,57.40195724,92.87503435,42.52908135,24,Closed,RI,1,NG,42.0476,-72.6478,5A,A,Cold,0.170484735,63.5,43.8,53.7,41.6574359983255,289.0,153.72053047140986,300.2714166433692,-0.6265823630456696,-0.8088330954651738,False,False,0.0,0.0
55041,Berkshire Power,2024,MA,573345.0,418.54521288,480.20575637,64.54881132,25,Closed,RI,1,NG,42.0476,-72.6478,5A,A,Cold,0.170484735,65.2,44.8,55.0,60.08996730391271,289.0,631.7303349341693,969.6387681439838,-0.3374622212441083,-0.568349341393238,False,False,0.0,0.0
55041,Berkshire Power,2021,MA,779620.0,510.39061571,647.25211426,73.80035336,22,Closed,RI,1,NG,42.0476,-72.6478,5A,A,Cold,0.170484735,62.5,42.9,52.7,64.55450075337589,289.0,761.7097916315029,1103.211411942423,-0.3299408497601211,-0.5373591949965819,False,False,0.0,0.0
55041,Berkshire Power,2022,MA,549169.0,411.00467616,481.74641824,70.76445454,23,Closed,RI,1,NG,42.0476,-72.6478,5A,A,Cold,0.170484735,63.3,42.2,52.7,73.2312604230068,289.0,604.4287197957876,912.2047695365056,-0.3200113384769968,-0.5494381416479187,False,False,0.0,0.0
492,Martin Drake,2021,CO,587675.0,883.2875694,1041.9341025,158.57082490000002,53,Closed,RI,2,NG,38.824444,-104.833333,5B,B,Cold,1.284841675,65.7,38.3,52.0,961.537772528365,207.3,777.9547328155028,1127.9862602123196,0.13539712806076298,-0.2169341058873006,True,False,0.0,0.0
55117,RS Cogen,2022,LA,2697118.03,763.3279265000001,909.46367955,146.13575305,20,Closed,RI,1,NG,30.221,-93.2826,2A,A,Hot-Humid,0.156628614,78.6,58.0,68.3,922.158155705234,493.0,2522.55129553321,3501.9430821884866,-0.6973984521735365,-0.7820273178103826,False,False,0.0,0.0
55117,RS Cogen,2021,LA,2134282.28,571.82024919,715.8740267400001,144.05377755,19,Closed,RI,1,NG,30.221,-93.2992,2A,A,Hot-Humid,0.156628614,78.9,60.8,69.8,986.692488210525,493.0,2212.2010437084227,3188.300459957566,-0.7415152430127103,-0.8206504511191487,False,False,0.0,0.0
55117,RS Cogen,2023,LA,2111359.22,739.43820399,850.1500902600001,110.71567168,21,Closed,RI,1,NG,30.221,-93.2826,2A,A,Hot-Humid,0.156628614,80.7,61.4,71.0,1027.9334361770352,493.0,2234.787911686468,3252.1666375329323,-0.669123767797729,-0.772632129160844,False,False,0.0,0.0
55117,RS Cogen,2024,LA,2042543.55,956.50118421,1069.9461365,113.4487377,22,Closed,RI,1,NG,30.221,-93.2826,2A,A,Hot-Humid,0.156628614,81.0,62.1,71.5,1142.39822523866,493.0,2243.503442844835,3268.7328278000796,-0.5736573584228043,-0.7073785975791286,False,False,0.0,0.0
3140,Brunner Island,2021,PA,2518536.036,6089.86161652,572777.6550872001,566688.4824153,60,Open,ON,3,BIT,40.096111,-76.6962,4A,A,Mixed-Humid,0.176300101,65.5,47.9,56.7,1188.6384207251313,1616.1,112597.25996245985,46782.201411408096,-0.9459146553073282,-0.8698252447984426,False,False,0.0,0.0
3140,Brunner Island,2023,PA,2684892.999,5806.7810859,504640.3129413,498867.58540376,62,Open,ON,3,NG,40.096111,-76.6962,4A,A,Mixed-Humid,0.176300101,66.1,47.3,56.7,1089.5722832110791,1616.1,54952.19979890945,22622.753782264932,-0.8943303251344046,-0.743321209177805,False,False,0.0,0.0
3140,Brunner Island,2022,PA,3672787.986,6374.68722115,516081.09764447,595672.9768880701,61,Open,ON,3,NG,40.096111,-76.6962,4A,A,Mixed-Humid,0.176300101,64.3,45.7,55.0,1135.816208083482,1616.1,67356.50741761392,26225.234119822617,-0.9053589999608115,-0.7569254408931424,False,False,0.0,0.0
3140,Brunner Island,2024,PA,3400288.955,6776.79618381,565692.09815133,558915.2943967,63,Open,ON,3,NG,40.096111,-76.6962,4A,A,Mixed-Humid,0.176300101,65.9,47.5,56.7,1028.33184868683,1616.1,63530.66944033769,25531.704185923576,-0.8933303199303738,-0.7345732923090085,False,False,0.0,0.0
56786,Spiritwood Station,2022,ND,196596.005,402.47614743,434.21302487,31.74066285,8,Closed,RI,1,RC,46.926423,-98.499713,6A,A,Cold,0.103252542,51.5,29.4,40.4,722.893991984095,106.2,693.1181246542479,1634.6902256026906,-0.4193253168343138,-0.7537905707599053,False,False,0.0,0.0
56786,Spiritwood Station,2023,ND,132776.0,256.49559619,282.12282189,25.63101111,9,Closed,RI,1,RC,46.926423,-98.499713,6A,A,Cold,0.103252542,53.7,32.1,42.9,684.935238267989,106.2,540.5376939507996,1370.3944452979908,-0.52548064813895,-0.8128308261390936,False,False,0.0,0.0
56786,Spiritwood Station,2021,ND,171833.0,357.81209484000004,382.86393822,25.059414200000003,7,Closed,RI,1,RC,46.926423,-98.499713,6A,A,Cold,0.103252542,57.3,33.3,45.3,751.840276528325,106.2,662.3092853078938,1657.3926014285087,-0.4597507497216189,-0.78411144436653,False,False,0.0,0.0
56786,Spiritwood Station,2024,ND,201438.002,281.12347365,289.0917617,7.96828805,10,Closed,RI,1,RC,46.926423,-98.499713,6A,A,Cold,0.103252542,55.9,34.9,45.4,738.610062652021,106.2,734.8359229713041,1807.548367627127,-0.6174336816397338,-0.8444725028193591,False,False,0.0,0.0
663,Deerhaven Generating Station,2022,FL,594153.996,1187.38848175,1187.38848175,0.0,52,Closed,RI,2,NG,29.7592,-82.3878,2A,A,Hot-Humid,0.390419117,81.8,58.9,70.4,698.135737432875,471.0,982.0209179799871,1757.4990714109615,0.20912748395670952,-0.3243874201328956,True,False,0.0,0.0
663,Deerhaven Generating Station,2021,FL,875394.001,1683.92449686,1683.92449686,0.0,51,Closed,RI,2,BIT,29.7592,-82.3878,2A,A,Hot-Humid,0.390419117,80.9,58.9,69.9,614.3257591704711,471.0,2613.10287157021,4504.28512577344,-0.355584307383914,-0.6261505544521119,False,False,0.0,0.0
663,Deerhaven Generating Station,2024,FL,721432.004,1522.9991469400002,1522.9991469400002,0.0,54,Closed,RI,2,NG,29.7592,-82.3878,2A,A,Hot-Humid,0.390419117,81.7,59.5,70.6,838.3079358847431,471.0,1149.4960470729638,1995.909376229304,0.3249276940256658,-0.23693973029112747,True,False,0.0,0.0
663,Deerhaven Generating Station,2023,FL,812466.996,1527.03817941,1527.03817941,0.0,53,Closed,RI,2,NG,29.7592,-82.3878,2A,A,Hot-Humid,0.390419117,82.9,60.0,71.4,786.263275983292,471.0,1239.3135259141761,2144.4928571282917,0.23216453906091658,-0.2879257329609996,True,False,0.0,0.0
55168,Bastrop Energy Center,2024,TX,3033754.0,2464.4987513200003,3035.1644504600004,570.66569914,22,Closed,RI,1,NG,30.1458,-97.55,2A,A,Hot-Humid,1.107253721,83.0,58.9,70.9,777.322845056421,618.7,2808.008382864557,4002.3067970970596,-0.12233212466201021,-0.3842304260364191,False,False,0.0,0.0
55168,Bastrop Energy Center,2023,TX,3022115.0,2379.4330178000005,3016.20333177,636.7740993799999,21,Closed,RI,1,NG,30.1458,-97.55,2A,A,Hot-Humid,1.107253721,82.6,57.7,70.2,776.325582577331,618.7,2784.9831272079737,3946.062045279664,-0.14562031110563636,-0.3970107437498829,False,False,0.0,0.0
55168,Bastrop Energy Center,2022,TX,2873431.0,2171.16354501,2765.75682076,594.59706116,20,Closed,RI,1,NG,30.1458,-97.55,2A,A,Hot-Humid,1.107253721,81.6,55.1,68.4,721.372033824905,618.7,2627.6042402908197,3696.9455182311344,-0.17370983357459557,-0.41271421655982926,False,False,0.0,0.0
55168,Bastrop Energy Center,2021,TX,1857033.0,1484.11163001,1865.97621999,381.86458998,19,Closed,RI,1,NG,30.1458,-97.55,2A,A,Hot-Humid,1.107253721,79.8,55.9,67.9,920.352768757704,618.7,2034.9067110303176,2963.455956670364,-0.270673381749986,-0.4991956513915947,False,False,0.0,0.0
6004,Pleasants Power Station,2021,WV,7582771.025,6525.61908867,9684.38853186,3159.4546024,42,Closed,RN,2,RC,39.366667,-81.294444,4A,A,Mixed-Humid,0.164651456,66.0,45.1,55.5,846.559193931391,1368.0,14983.892917281084,29475.14455280237,-0.5644910755372567,-0.7786060361135847,False,False,0.0,0.0
6004,Pleasants Power Station,2022,WV,8080662.018,13451.38251221,21279.89429796,7828.439862960001,43,Closed,RN,2,BIT,39.366667,-81.294444,4A,A,Mixed-Humid,0.164651456,64.8,43.4,54.1,1214.86070114236,1368.0,13451.382512210152,15321.629727025505,-1.1223836684241292e-14,-0.12206581467744351,False,False,0.0,0.0
6004,Pleasants Power Station,2024,WV,955019.997,713.4513643399999,953.18895046,239.72622989,45,Closed,RN,2,BIT,39.366667,-81.294444,4A,A,Mixed-Humid,0.164651456,68.5,46.0,57.3,1040.247493390368,1368.0,3231.077543226976,4938.590614281551,-0.7791908876233734,-0.8555354310444722,False,False,0.0,0.0
6004,Pleasants Power Station,2023,WV,4583015.045,7679.06379895,10431.889659150002,2752.8258602,44,Closed,RN,2,BIT,39.366667,-81.294444,4A,A,Mixed-Humid,0.164651456,66.7,44.8,55.7,1166.5483358819529,1368.0,9261.355836795134,11486.156681192932,-0.17084885471722477,-0.33145054415604,False,False,0.0,0.0
55153,Guadalupe Generating Station,2024,TX,6450394.0,5077.79439892,5077.79439892,0.0,24,Closed,RI,2,NG,29.6244,-98.1419,2A,A,Hot-Humid,1.107253721,84.8,61.4,73.1,777.322845056421,1088.2,5678.987116122147,8016.0345954236445,-0.10586266616020548,-0.3665453487664694,False,False,0.0,0.0
55153,Guadalupe Generating Station,2022,TX,6315390.0,4843.602438450001,4843.602438450001,0.0,22,Closed,RI,2,NG,29.6244,-98.1419,2A,A,Hot-Humid,1.107253721,83.5,58.3,70.9,721.372033824905,1088.2,5445.227289482758,7578.182912000075,-0.11048663702152019,-0.3608490986961872,False,False,0.0,0.0
55153,Guadalupe Generating Station,2021,TX,4816753.0,3616.387658090001,3616.387658090001,0.0,21,Closed,RI,2,NG,29.6244,-98.1419,2A,A,Hot-Humid,1.107253721,81.5,59.0,70.3,920.352768757704,1088.2,4703.795814614852,6637.737903252635,-0.23117673457385998,-0.45517769595604357,False,False,0.0,0.0
55153,Guadalupe Generating Station,2023,TX,7039183.0,5179.16767872,5179.16767872,0.0,23,Closed,RI,2,NG,29.6244,-98.1419,2A,A,Hot-Humid,1.107253721,84.3,60.8,72.5,776.325582577331,1088.2,5988.692228127356,8320.494011579667,-0.1351755138801801,-0.3775408441479399,False,False,0.0,0.0
2790,R M Heskett,2022,ND,49682.0,8.361970690000001,11492.27384999,11483.9118793,59,Open,ON,1,LIG,46.8669,-100.8836,6A,A,Cold,0.103252542,54.8,30.3,42.5,722.893991984095,203.0,4793.692133370903,2204.698408452804,-0.9982556304290405,-0.9962072042788528,False,False,0.0,0.0
2790,R M Heskett,2021,ND,507672.001,51.73519847,72224.47582077,72172.7406223,58,Dry-Hybrid,DC,1,LIG,46.8669,-100.8836,6A,A,Cold,0.103252542,60.5,34.1,47.3,751.840276528325,203.0,92.61110228023352,389.8310602108177,-0.44137152893987186,-0.8672881569723511,False,False,0.0,0.0
55047,Pasadena Cogeneration,2022,TX,3801823.0,3759.8206284,4589.2418135,860.045152,24,Closed,RI,2,NG,29.72475,-95.176479,2A,A,Hot-Humid,1.107253721,81.5,62.5,72.0,721.372033824905,815.0,3742.985977515105,5538.54299538021,0.004497652672498421,-0.32115348178462677,True,False,0.0,0.0
55047,Pasadena Cogeneration,2024,TX,4941991.0,4446.77033733,5558.64367499,1111.84305438,26,Closed,RI,2,NG,29.72475,-95.176479,2A,A,Hot-Humid,1.107253721,82.8,65.6,74.2,777.322845056421,815.0,4581.523735053237,6681.823612323837,-0.029412353949459815,-0.33449749719096805,False,False,0.0,0.0
55047,Pasadena Cogeneration,2023,TX,4666808.0,4213.653433300001,5235.4870087,1062.6402952,25,Closed,RI,2,NG,29.72475,-95.176479,2A,A,Hot-Humid,1.107253721,83.1,65.3,74.2,776.325582577331,815.0,4409.666031599704,6475.48221345637,-0.04445066744172356,-0.34929117332083437,False,False,0.0,0.0
