plant_code,plant_name,year,state,net_gen_mwh,consumption_ML,withdrawal_ML,discharge_ML,facility_age_yrs,cooling_category,cooling_type_eia,n_cooling_systems,primary_fuel,LAT,LON,ashrae_zone,moisture_regime,ba_climate_zone,bws_raw,max_temp_f,min_temp_f,mean_temp_f,state_water_intensity_L_per_MWh,capacity_mw,predicted_ceiling_75,predicted_ceiling_90,excess_pct_75,excess_pct_90,overconsumer_75,overconsumer_90,excess_ratio,risk_score
1416,Arsenal Hill,2023,LA,177828.0,627.22350995,27634.99959318,203.9200367,63,Closed,RC,1,NG,32.51947,-93.760125,3A,A,Hot-Humid,0.156628614,79.1,58.9,69.0,1027.9334361770352,749.0,454.5040076074772,883.1867426975836,0.38001755639454854,-0.289817793194875,True,False,0.0,0.0
1416,Arsenal Hill,2022,LA,85328.0,295.0348554,16760.194251570003,131.4672893,62,Closed,RC,1,NG,32.51947,-93.760125,3A,A,Hot-Humid,0.156628614,78.3,56.8,67.5,922.158155705234,749.0,269.9378816799828,568.7840107387333,0.0929731446502578,-0.4812884155853634,True,False,0.0,0.0
56467,Russell City Energy Center,2022,CA,1037388.0,616.84391573,616.84391573,0.0,9,Closed,RI,1,NG,37.63466,-122.13381,3C,C,Marine,1.509648074,68.6,50.1,59.3,175.26246227243382,655.0,1130.0675126808255,1712.3718302241832,-0.4541530405854429,-0.6397722125286055,False,False,0.0,0.0
56467,Russell City Energy Center,2023,CA,1788403.0,890.72968546,890.72968546,0.0,10,Closed,RI,1,NG,37.63466,-122.13381,3C,C,Marine,1.509648074,68.0,51.0,59.5,196.1989634429307,655.0,1631.7745409424008,2318.766955107245,-0.45413434079834597,-0.6158606264859408,False,False,0.0,0.0
56467,Russell City Energy Center,2021,CA,351315.0,215.93871345,215.93871345,0.0,8,Closed,RI,1,NG,37.63466,-122.13381,3C,C,Marine,1.509648074,67.9,50.5,59.2,180.6069952463169,655.0,550.355337999743,947.4950602316768,-0.6076376505498692,-0.7720951564674123,False,False,0.0,0.0
56467,Russell City Energy Center,2024,CA,1359011.0,835.3642788000001,835.3642788000001,0.0,11,Closed,RI,1,NG,37.63466,-122.13381,3C,C,Marine,1.509648074,71.0,53.1,62.1,177.1685916233332,655.0,1382.6794874039888,2081.649759199231,-0.3958366444211775,-0.5987008500789547,False,False,0.0,0.0
3648,Gadsby,2023,UT,237249.0,280.74114724000003,935.42780674,707.0691630800001,72,Closed,RI,3,NG,40.7686,-111.9289,5B,B,Cold,0.40738603,65.3,45.6,55.5,1139.78170820715,484.6,570.9526368749637,1008.2768192578206,-0.5082934570954942,-0.721563421990947,False,False,0.0,0.0
3648,Gadsby,2024,UT,345311.0,616.73413884,1306.62511134,689.87961627,73,Closed,RI,3,NG,40.7686,-111.9289,5B,B,Cold,0.40738603,68.0,46.7,57.4,1188.126834298402,484.6,750.7376169395508,1286.1257175798678,-0.17849575547556543,-0.520471342412371,False,False,0.0,0.0
3648,Gadsby,2022,UT,118821.0,558.7643701000001,1034.79860465,478.1351371,71,Closed,RI,3,NG,40.7686,-111.9289,5B,B,Cold,0.40738603,66.4,45.1,55.8,1198.507395690657,484.6,365.371532424293,700.0720458733501,0.5293046132864201,-0.20184733357988416,True,False,0.0,0.0
3648,Gadsby,2021,UT,83008.0,406.71959204,614.73922777,208.01963573000003,70,Closed,RI,3,NG,40.7686,-111.9289,5B,B,Cold,0.40738603,66.9,45.4,56.2,1221.901425953436,484.6,289.95611682682403,581.2306377273842,0.4026936092640282,-0.300244058657547,True,False,0.0,0.0
56963,West Deptford Energy Station,2023,NJ,2167830.0,2023.3773532,4495.893602900001,2472.5919579,9,Closed,RI,2,NG,39.8414,-75.2214,4A,A,Mixed-Humid,0.355848805,67.2,49.8,58.5,510.4006557529431,754.6,2199.177823852226,3106.7384600693254,-0.07993917942673788,-0.34871332775310304,False,False,0.0,0.0
56963,West Deptford Energy Station,2024,NJ,1191426.0,1268.91107151,3868.21205834,2599.30855765,10,Closed,RI,2,NG,39.8414,-75.2214,4A,A,Mixed-Humid,0.355848805,67.5,50.3,58.9,530.816931471863,754.6,1488.201123882355,2262.6540404918455,-0.14735243029536255,-0.4391935095680072,False,False,0.0,0.0
56963,West Deptford Energy Station,2022,NJ,1898033.0,1756.91477248,4062.74049283,2305.83329117,8,Closed,RI,2,NG,39.8414,-75.2214,4A,A,Mixed-Humid,0.355848805,67.0,49.3,58.1,446.906278716345,754.6,1982.748349477972,2846.68499312631,-0.11389926364454195,-0.38282079797297613,False,False,0.0,0.0
56963,West Deptford Energy Station,2021,NJ,1485949.0,1186.2301462900002,3734.375102380001,2548.1373852700003,7,Closed,RI,2,NG,39.8414,-75.2214,4A,A,Mixed-Humid,0.355848805,66.5,49.8,58.2,498.99284424211896,754.6,1703.5248741238183,2511.861406123993,-0.3036613880380706,-0.5277485678955313,False,False,0.0,0.0
